OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SOIL,AGE,SpanLength,MaxFloodDepth,MaxFloodDuration,MaxPeakWavePeriod,MaxSigWaveHt,MaxWaterVel,MaxWaveDir,MaxWindVel,MaxWSE
110,-94.91981946,29.23016455,five,20,1,Very Stiff,0,73.35212331,1.672017,9.5659294,3.6123208,0.70426204,0.83287236,328.46452,45.337196,3.1021197
111,-94.9205389,29.22988127,five,20,1,Very Stiff,0,43.60589755,2.0726637,10.215339,3.5650159,0.79909782,0.75877928,321.19212,45.28306,3.0883504
112,-94.92059989,29.22985967,five,20,1,Very Stiff,0,67.47919759,2.0726637,10.215339,3.5650159,0.79909782,0.75877928,321.19212,45.28306,3.0883504
113,-94.92174675,29.22946484,five,20,1,Very Stiff,0,115.4330759,1.2893153,7.1408752,3.5039891,0.60224159,0.41315759,317.29722,44.602437,3.0959127
114,-94.92266605,29.2291315,five,20,1,Very Stiff,0,79.69881658,1.4200459,7.7894413,3.4983965,0.65678456,0.48083022,319.65396,45.167037,3.0788173
115,-94.92317324,29.22893958,five,20,1,Very Stiff,0,59.4239834,1.6262952,8.9919575,3.4903823,0.73325414,0.5311879,322.25112,45.11308,3.064185
116,-94.92372962,29.22872982,five,20,1,Very Stiff,0,82.07154294,0.58849631,3.5313773,3.5624999,0.3538028,0.39676828,317.83087,40.990307,3.0926284
117,-94.92427434,29.22853147,five,20,1,Very Stiff,0,60.94666862,1.2829282,7.2824116,3.5723069,0.61246802,0.48197285,320.10917,45.05171,3.0632263
118,-94.92482045,29.22832104,five,20,1,Very Stiff,0,62.00162425,1.2829282,7.2824116,3.5723069,0.61246802,0.48197285,320.10917,45.05171,3.0632263
119,-94.92538407,29.22812246,five,20,1,Very Stiff,0,59.55317256,1.5997487,9.3384388,3.6042045,0.71461406,0.47515996,320.60502,44.997859,3.0423008
120,-94.92588637,29.22793311,five,20,1,Very Stiff,0,59.44933552,1.449681,8,3.6517197,0.64151809,0.45180671,322.81696,44.990892,3.0548272
121,-94.92644811,29.22772553,five,20,1,Very Stiff,0,62.06497531,1.4824048,8.2518379,3.7064412,0.66400964,0.44416527,319.74644,44.937174,3.0366319
122,-94.92699722,29.22751648,five,20,1,Very Stiff,0,62.51452253,1.4824048,8.2518379,3.7064412,0.66400964,0.44416527,319.74644,44.937174,3.0366319
123,-94.927567,29.22730485,five,20,1,Very Stiff,0,57.22468298,1.4824048,8.2518379,3.7064412,0.66400964,0.44416527,319.74644,44.937174,3.0366319
124,-94.92802142,29.22712784,five,20,1,Very Stiff,0,53.97359934,1.4824048,8.2518379,3.7064412,0.66400964,0.44416527,319.74644,44.937174,3.0366319
125,-94.92829409,29.22763431,five,20,1,Very Stiff,0,15.41920408,1.5676794,9.2680454,3.7532557,0.70152516,0.42160015,320.98299,44.88385,3.0197822
126,-94.92778876,29.22668625,five,20,1,Very Stiff,0,26.36382525,1.367619,7.8337976,3.761621,0.60955583,0.45108318,324.81737,44.930652,3.0459751
127,-94.92755572,29.22622583,five,20,1,Very Stiff,0,27.49494156,1.367619,7.8337976,3.761621,0.60955583,0.45108318,324.81737,44.930652,3.0459751
128,-94.92730282,29.22576422,five,20,1,Very Stiff,0,28.04480513,1.0970001,7.2615907,3.7796871,0.50507585,0.63096818,329.97349,44.739382,3.0569374
129,-94.92705974,29.22530751,five,20,1,Very Stiff,0,27.0723602,1.0970001,7.2615907,3.7796871,0.50507585,0.63096818,329.97349,44.739382,3.0569374
130,-94.92682441,29.22485163,five,20,1,Very Stiff,0,23.50202633,1.1134357,7.5811503,3.0082716,0.4879949,0.60738203,331.71553,44.172867,3.045822
131,-94.92664463,29.22450056,five,20,1,Very Stiff,0,13.64979717,1.1134357,7.5811503,3.0082716,0.4879949,0.60738203,331.71553,44.172867,3.045822
132,-94.92339432,29.22789329,five,20,1,Very Stiff,0,22.50018245,0.33315097,1.4717252,2.8936369,0.21403694,0.23352861,261.91935,39.151984,2.5032204
133,-94.92336463,29.22818033,five,20,1,Very Stiff,0,22.7062281,0.58849631,3.5313773,3.5624999,0.3538028,0.39676828,317.83087,40.990307,3.0926284
134,-94.91623663,29.22527482,five,20,1,Very Stiff,0,31.71764056,1.2666234,9.7707631,2.3701953,0.53081337,0.4099169,326.61902,44.74334,3.0980375
135,-94.9163098,29.22538216,five,20,1,Very Stiff,0,35.93984654,1.2666234,9.7707631,2.3701953,0.53081337,0.4099169,326.61902,44.74334,3.0980375
136,-94.91642019,29.22519722,five,20,1,Very Stiff,0,20.2573228,1.5062293,22.943356,2.3530225,0.56363303,0.37893083,304.16354,43.401994,3.0890905
137,-94.91646938,29.22528881,five,20,1,Very Stiff,0,8.922394542,1.2666234,9.7707631,2.3701953,0.53081337,0.4099169,326.61902,44.74334,3.0980375
138,-94.91659916,29.22512575,five,20,1,Very Stiff,0,9.999890748,1.5062293,22.943356,2.3530225,0.56363303,0.37893083,304.16354,43.401994,3.0890905
139,-94.91671443,29.22615864,five,20,1,Very Stiff,0,58.02426914,1.2666234,9.7707631,2.3701953,0.53081337,0.4099169,326.61902,44.74334,3.0980375
140,-94.91688764,29.22610781,five,20,1,Very Stiff,0,20.42152676,1.2666234,9.7707631,2.3701953,0.53081337,0.4099169,326.61902,44.74334,3.0980375
141,-94.91707992,29.22602018,five,20,1,Very Stiff,0,29.0038217,1.5330864,10.989211,2.2438742,0.59684232,0.39918159,326.99284,45.013963,3.0901817
142,-94.91735829,29.22611734,five,20,1,Very Stiff,0,2.797552158,1.5330864,10.989211,2.2438742,0.59684232,0.39918159,326.99284,45.013963,3.0901817
143,-94.91740685,29.22597364,five,20,1,Very Stiff,0,21.05530758,1.5330864,10.989211,2.2438742,0.59684232,0.39918159,326.99284,45.013963,3.0901817
144,-94.91716452,29.22699304,five,20,1,Very Stiff,0,61.04471396,1.8094086,38.793991,2.3057841,0.67782407,0.40410101,329.29002,45.414531,3.0926509
145,-94.91734065,29.22691775,five,20,1,Very Stiff,0,23.24234676,1.8094086,38.793991,2.3057841,0.67782407,0.40410101,329.29002,45.414531,3.0926509
146,-94.91758009,29.22710273,five,20,1,Very Stiff,0,13.40006484,2.214891,47.568517,2.3690812,0.72294555,0.39449322,291.99253,45.421904,3.0890465
147,-94.91761919,29.22789285,five,20,1,Very Stiff,0,43.0705142,2.214891,47.568517,2.3690812,0.72294555,0.39449322,291.99253,45.421904,3.0890465
148,-94.91792566,29.22844573,five,20,1,Very Stiff,0,26.76818977,1.7006974,34.10013,2.2609489,0.62585628,0.49427375,325.57201,45.292632,3.0857192
149,-94.91809291,29.22874735,five,20,1,Very Stiff,0,19.20030146,1.7006974,34.10013,2.2609489,0.62585628,0.49427375,325.57201,45.292632,3.0857192
150,-94.91826572,29.229037,five,20,1,Very Stiff,0,29.40738295,1.2497297,9.5649902,2.0494395,0.49979262,0.70143292,316.4989,45.053203,3.0907329
151,-94.91861028,29.22987794,five,20,1,Very Stiff,0,19.65757985,1.0879567,7.7961509,3.6959068,0.4890864,0.87420323,322.98767,42.532579,3.1164283
152,-94.90965769,29.22794666,five,25,1,Very Stiff,0,18.1724919,2.0577103,14.084862,2.6585985,0.76720242,0.3543794,332.53989,45.856169,3.1640711
153,-94.90978857,29.22820873,five,25,1,Very Stiff,0,9.277097047,2.3455429,42.4612,2.6757999,0.79060943,0.34520403,331.72873,45.864341,3.1679623
154,-94.90982159,29.22826272,five,25,1,Very Stiff,0,3.339026234,2.3455429,42.4612,2.6757999,0.79060943,0.34520403,331.72873,45.864341,3.1679623
155,-94.90984763,29.22831706,five,25,1,Very Stiff,0,6.517479134,2.3455429,42.4612,2.6757999,0.79060943,0.34520403,331.72873,45.864341,3.1679623
156,-94.90971328,29.22829732,five,25,1,Very Stiff,0,3.968516354,2.3455429,42.4612,2.6757999,0.79060943,0.34520403,331.72873,45.864341,3.1679623
157,-94.90978368,29.22841043,five,25,1,Very Stiff,0,7.56666797,2.3455429,42.4612,2.6757999,0.79060943,0.34520403,331.72873,45.864341,3.1679623
158,-94.90981492,29.22850238,five,25,1,Very Stiff,0,3.598151616,2.3455429,42.4612,2.6757999,0.79060943,0.34520403,331.72873,45.864341,3.1679623
