,OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SpanLength,geometry,Pf_PrePole
228,12400,-94.85229635,29.26908639,,,2,6.582732956,POINT (-10558909.330254681 3409939.4861369873),0.04
229,12487,-94.84941244,29.27025008,,,2,16.03310398,POINT (-10558588.294861987 3410087.986867198),0.04
230,12489,-94.84997044,29.27001372,,,2,66.54385614,POINT (-10558650.411137851 3410057.8243739265),0.04
231,12490,-94.8506983,29.26972803,,,2,44.96899359,POINT (-10558731.43614242 3410021.3668485456),0.04
232,12491,-94.85077528,29.26969838,,,2,38.9297259,POINT (-10558740.00551682 3410017.583153071),0.04
233,12492,-94.85139503,29.26944956,,,2,73.12333139,POINT (-10558808.99577124 3409985.830781204),0.04
234,12493,-94.8519438,29.26922938,,,2,0.0,POINT (-10558870.084568202 3409957.7332761786),0.04
235,12494,-94.85208403,29.26919464,,,2,80.66684121,POINT (-10558885.694900395 3409953.3000574135),0.04
236,12535,-94.81729148,29.29836773,,,2,82.77706819,POINT (-10555012.605950996 3413676.6486683893),0.04
237,12538,-94.81802755,29.29816273,,,2,139.1822571,POINT (-10555094.544888586 3413650.480898684),0.04
238,12539,-94.81874464,29.29799088,,,2,166.6853299,POINT (-10555174.370982237 3413628.5446892907),0.04
239,12541,-94.81975319,29.29770999,,,2,110.4073007,POINT (-10555286.642254677 3413592.6898845406),0.04
240,12545,-94.82072129,29.29749321,,,2,107.389152,POINT (-10555394.410653714 3413565.018605278),0.04
241,12548,-94.82167584,29.29724185,,,2,103.8547644,POINT (-10555500.670673652 3413532.9333722694),0.04
242,12552,-94.8225806,29.29700312,,,2,150.9222258,POINT (-10555601.38809614 3413502.460388126),0.04
243,12554,-94.82345398,29.29677166,,,2,104.8449903,POINT (-10555698.61231301 3413472.915460086),0.04
244,13400,-94.82421428,29.28502971,,,2,21.15414612,POINT (-10555783.24852186 3411974.1911326223),0.04
245,14512,-94.79814706,29.30244292,,,2,85.4482592,POINT (-10552881.458865063 3414196.8480276978),0.04
246,14513,-94.80185161,29.30134403,,,2,132.1902262,POINT (-10553293.847484682 3414056.5723089837),0.04
247,14514,-94.8062344,29.30019677,,,2,156.9924698,POINT (-10553781.737435736 3413910.1236646757),0.04
248,14515,-94.80539714,29.30040702,,,2,128.1849179,POINT (-10553688.534078874 3413936.9621199276),0.04
249,14517,-94.8165456,29.29855204,,,2,57.8865371,POINT (-10554929.574969202 3413700.175452921),0.04
250,14518,-94.81318553,29.29754448,,,2,149.452182,POINT (-10554555.533687774 3413571.5630528196),0.04
251,14522,-94.81226153,29.29778559,,,2,120.946714,POINT (-10554452.674478281 3413602.339998516),0.04
252,14524,-94.81173437,29.29791493,,,2,40.11206665,POINT (-10554393.991295515 3413618.8498793887),0.04
253,14525,-94.81134851,29.29801589,,,2,140.1439459,POINT (-10554351.037556797 3413631.7371490076),0.04
254,14528,-94.81040755,29.29826192,,,2,120.6716159,POINT (-10554246.29036874 3413663.142263231),0.04
255,14531,-94.80957555,29.29848384,,,2,149.674366,POINT (-10554153.672552401 3413691.4698611605),0.04
