,OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SpanLength,geometry,Pf_Pole_VS,Pf_Pole_S,Pf_Pole_M
0,10,-94.8089769,29.28371394,4,40,1,4.859425779,POINT (-10554087.031139238 3411806.259019905),0.009864714,0.011576794,0.016914349
1,11,-94.91827194,29.22275108,5,20,1,45.44791898,POINT (-10566253.699338267 3404027.920282808),0.078542191,0.096816159,0.199730446
2,12,-95.06629966,29.12499772,5,25,1,31.43849358,POINT (-10582732.069751957 3391565.0837728544),0.049390273,0.05788807,0.107808344
3,13,-94.91849422,29.22300584,5,20,1,26.43765561,POINT (-10566278.44343468 3404060.415836256),0.064993058,0.078562768,0.162508566
4,14,-94.91874305,29.22329632,5,20,1,46.98701481,POINT (-10566306.143063575 3404097.46770268),0.079751752,0.098460717,0.203023873
5,15,-94.91911512,29.22371298,5,20,1,39.27955518,POINT (-10566347.561706513 3404150.6145078246),0.063602252,0.077556969,0.150782917
6,16,-94.9194438,29.22400208,5,20,1,51.98340141,POINT (-10566384.150196748 3404187.490604177),0.071598304,0.088387696,0.171757233
7,17,-94.91983777,29.2243574,5,20,1,41.56988265,POINT (-10566428.006736536 3404232.8135228115),0.064640318,0.079060782,0.152427993
8,18,-94.92010483,29.22483518,5,20,1,7.780913383,POINT (-10566457.735719746 3404293.757100824),0.042115501,0.049434516,0.09451582
9,19,-94.91987187,29.22404684,5,20,1,23.18732538,POINT (-10566431.802731171 3404193.199966898),0.054719154,0.065682958,0.127426679
10,20,-94.92024275,29.22437733,5,20,1,35.09606811,POINT (-10566473.088903917 3404235.355702884),0.053954222,0.064984636,0.125308992
11,21,-94.9179311,29.22271882,5,20,1,38.060045,POINT (-10566215.757203026 3404023.805409652),0.075452347,0.092789327,0.190268587
12,22,-94.91759134,29.22301469,5,20,1,38.11014552,POINT (-10566177.935292833 3404061.5446870103),0.075490277,0.092840804,0.190372069
13,23,-94.91725053,29.22330935,5,20,1,32.73734392,POINT (-10566139.996497177 3404099.1297328877),0.071526193,0.08747424,0.179532862
14,24,-94.92049862,29.22459034,5,20,1,36.87906695,POINT (-10566501.572222028 3404262.526319691),0.054832559,0.066153957,0.127605243
15,25,-94.91700785,29.22365621,5,20,1,22.57077803,POINT (-10566112.98148315 3404143.373233335),0.076304672,0.093214494,0.198505543
16,26,-94.91725092,29.22383327,5,20,1,14.67621187,POINT (-10566140.039911777 3404165.9580635997),0.058506469,0.0702155,0.144873896
17,27,-94.9174267,29.2239761,5,20,1,9.839807528,POINT (-10566159.607651869 3404184.1767258854),0.055716626,0.066524522,0.137120577
18,28,-94.91724612,29.22412535,5,20,1,4.57678337,POINT (-10566139.505578222 3404203.2143175923),0.052829632,0.062725793,0.129101544
19,29,-94.91716518,29.22397526,5,20,1,18.33065187,POINT (-10566130.495378638 3404184.0695797196),0.060705235,0.073137615,0.150983617
20,30,-94.9185275,29.22364073,5,20,1,23.94032171,POINT (-10566282.148147335 3404141.3986888644),0.05510615,0.066196342,0.128443568
21,31,-94.91831649,29.22372748,5,20,1,11.79103153,POINT (-10566258.658621581 3404152.464050129),0.049179578,0.058377737,0.112896196
22,32,-94.919238,29.22413629,5,20,1,28.4875419,POINT (-10566361.240645545 3404204.609770966),0.057501131,0.06938178,0.134739559
23,33,-94.91893442,29.22432618,5,20,1,42.14890993,POINT (-10566327.446274528 3404228.8312427304),0.065328374,0.07988448,0.155318262
24,34,-94.91907637,29.22439814,5,20,1,7.934475029,POINT (-10566343.248076247 3404238.010132278),0.047235809,0.055904656,0.107033937
25,35,-94.91876776,29.22458173,5,20,1,7.907952374,POINT (-10566308.893768191 3404261.4280649414),0.057616957,0.068756081,0.141421323
26,36,-94.91862623,29.2245279,5,20,1,43.03039978,POINT (-10566293.138720661 3404254.561742626),0.081876845,0.101342343,0.208027782
27,37,-94.91846011,29.22479071,5,20,1,8.594006149,POINT (-10566274.64632685 3404288.0846853876),0.058015318,0.069281411,0.142522571
28,38,-94.91830636,29.22471452,5,20,1,37.32694088,POINT (-10566257.530955141 3404278.3661992718),0.077353605,0.095186765,0.195732423
29,39,-94.91811241,29.2248435,5,20,1,10.84804678,POINT (-10566235.940539902 3404294.818367039),0.059343312,0.071035413,0.146193732
30,40,-94.91996563,29.22476504,5,20,1,26.4321707,POINT (-10566442.240046628 3404284.81032392),0.056139553,0.067656539,0.13022111
31,41,-94.91983723,29.22499962,5,20,1,1.673028967,POINT (-10566427.94662401 3404314.732431289),0.044551119,0.052406245,0.10008441
32,42,-94.91980975,29.22486057,5,20,1,36.13726853,POINT (-10566424.887564404 3404296.995748834),0.061453488,0.074766558,0.144104169
33,43,-94.91953486,29.22519026,5,20,1,10.36555684,POINT (-10566394.28694958 3404339.0497745876),0.048320946,0.057324981,0.109850017
34,44,-94.9193493,29.22513884,5,20,1,53.08658084,POINT (-10566373.630504869 3404332.4908224135),0.071938865,0.088971578,0.171447789
35,45,-94.91922669,29.22537846,5,20,1,10.10180436,POINT (-10566359.981622102 3404363.055924783),0.049109989,0.058318152,0.111856488
36,46,-94.91904582,29.22533751,5,20,1,44.33915613,POINT (-10566339.847265802 3404357.8324786765),0.067269212,0.082551955,0.159219242
37,47,-94.91891989,29.22556768,5,20,1,10.21104627,POINT (-10566325.828802327 3404387.1922271745),0.054007917,0.064233833,0.129094275
38,48,-94.91873708,29.22552273,5,20,1,41.43485775,POINT (-10566305.478486214 3404381.458543861),0.073019245,0.089610021,0.180474775
39,49,-94.91859202,29.22596149,5,20,1,5.779367204,POINT (-10566289.330480881 3404437.4255233468),0.051738293,0.061260138,0.122956686
40,50,-94.91848885,29.22586727,5,20,1,22.82911958,POINT (-10566277.845649015 3404425.4070675224),0.061021638,0.07350496,0.148085712
41,51,-94.91860307,29.22623882,5,20,1,5.774362918,POINT (-10566290.560561255 3404472.801074187),0.041148921,0.047949315,0.101502005
42,52,-94.91843836,29.22613136,5,20,1,6.82751597,POINT (-10566272.225127924 3404459.0937224906),0.052266425,0.061950875,0.124384168
43,53,-94.91850076,29.22641383,5,20,1,13.87896986,POINT (-10566279.17146415 3404495.1249800944),0.044642417,0.052459728,0.111468086
44,54,-94.91873109,29.22660722,5,20,1,8.869664887,POINT (-10566304.811682465 3404519.793444348),0.042449784,0.049624063,0.105207424
45,55,-94.91857285,29.22676713,5,20,1,13.23658004,POINT (-10566287.196486242 3404540.1912980285),0.044355052,0.052087194,0.110646619
46,56,-94.92059037,29.22501607,5,20,1,42.96321032,POINT (-10566511.785785306 3404316.830731526),0.057937067,0.070302219,0.135725629
47,57,-94.92090132,29.22495006,5,20,1,42.63893356,POINT (-10566546.400580969 3404308.4107458056),0.057767324,0.07007481,0.135281538
48,58,-94.92091004,29.22530557,5,20,1,59.20469266,POINT (-10566547.371286929 3404353.75831972),0.080148775,0.099644451,0.198631332
49,59,-94.92073333,29.22543231,5,20,1,37.00473042,POINT (-10566527.700019712 3404369.9248552597),0.065176774,0.079331717,0.15867438
50,60,-94.92125992,29.2252725,5,20,1,40.559385,POINT (-10566586.319750367 3404349.5400231034),0.068379899,0.083342872,0.167451853
51,61,-94.92091493,29.22547683,5,20,1,10.14314838,POINT (-10566547.915639238 3404375.603684075),0.050684263,0.06010165,0.119701557
52,62,-94.92062082,29.22566291,5,20,1,10.67172488,POINT (-10566515.175463801 3404399.3394804723),0.050936148,0.060431405,0.120377712
53,63,-94.92042976,29.22561682,5,20,1,45.20169206,POINT (-10566493.906761892 3404393.4603768406),0.070358079,0.086317089,0.172567301
54,64,-94.92029842,29.22586463,5,20,1,10.20169511,POINT (-10566479.28605997 3404425.0703162127),0.050712101,0.060138086,0.119776281
55,65,-94.92011581,29.22580393,5,20,1,36.94394313,POINT (-10566458.958007757 3404417.327589638),0.065139777,0.079282025,0.158575007
56,66,-94.91995156,29.22591497,5,20,1,20.37423561,POINT (-10566440.673781393 3404431.4915529047),0.053980586,0.064739038,0.124535482
57,67,-94.91998218,29.22604234,5,20,1,1.815495028,POINT (-10566444.082384203 3404447.738545889),0.045500517,0.053603726,0.10250039
58,68,-94.91978396,29.22601375,5,20,1,10.22393647,POINT (-10566422.016634736 3404444.0916765044),0.049165259,0.058390644,0.112000068
59,69,-94.91979177,29.2261668,5,20,1,9.493584797,POINT (-10566422.886039961 3404463.614366202),0.048835655,0.057958472,0.111143961
60,70,-94.91963753,29.22631184,5,20,1,8.640867883,POINT (-10566405.7161217 3404482.115346501),0.050317931,0.059542147,0.115665326
61,71,-94.92162559,29.22558522,5,20,1,33.50855892,POINT (-10566627.025948565 3404389.4295761404),0.064142243,0.077667584,0.15607827
62,72,-94.92147094,29.22580421,5,20,1,62.55495279,POINT (-10566609.810389316 3404417.363305664),0.083420705,0.103736262,0.207440595
63,73,-94.92185824,29.22580301,5,20,1,25.45198034,POINT (-10566652.9244281 3404417.2102369806),0.059614053,0.071643747,0.14389914
64,74,-94.92207996,29.22600268,5,20,1,40.39131311,POINT (-10566677.606185598 3404442.6796150766),0.068275779,0.083203016,0.167172797
65,75,-94.92202703,29.22629233,5,20,1,47.70676867,POINT (-10566671.714044949 3404479.6266927025),0.042223322,0.050088655,0.083101993
66,76,-94.92232193,29.22666654,5,20,1,27.42569309,POINT (-10566704.542162783 3404527.360201186),0.017638658,0.019672334,0.029880127
67,77,-94.92257854,29.22656652,5,20,1,33.63740173,POINT (-10566733.107857319 3404514.6018251143),0.018615158,0.020869435,0.031832328
68,78,-94.922679,29.22672986,5,20,1,5.66400184,POINT (-10566744.291013364 3404535.4371959595),0.01460996,0.016009661,0.023948821
69,79,-94.92212772,29.22678674,5,20,1,49.80779325,POINT (-10566682.922804479 3404542.692719212),0.021422707,0.024351114,0.037539883
70,80,-94.92143125,29.22721624,5,20,1,65.90385673,POINT (-10566605.392118726 3404597.479193138),0.02721154,0.031141245,0.05035935
71,81,-94.92094918,29.22750947,5,20,1,44.33990767,POINT (-10566551.728331797 3404634.8833711124),0.042251617,0.049709361,0.085658099
72,82,-94.92063833,29.22770331,5,20,1,30.80766637,POINT (-10566517.124668086 3404659.609501117),0.037453173,0.043519646,0.07458685
73,83,-94.92072633,29.22781376,5,20,1,12.17356364,POINT (-10566526.920783274 3404673.6984668444),0.031724858,0.036246325,0.061565369
74,84,-94.92048664,29.22779405,5,20,1,15.87122417,POINT (-10566500.238614526 3404671.1842646035),0.032787008,0.037584575,0.063960669
75,85,-94.92035451,29.22787584,5,20,1,13.9999816,POINT (-10566485.529970208 3404681.617377928),0.032245104,0.036901187,0.062737401
76,86,-94.9208551,29.22797326,5,20,1,7.231464498,POINT (-10566541.255394103 3404694.0442612814),0.03035903,0.034532886,0.058499838
77,87,-94.92191328,29.22777762,5,20,1,9.600069703,POINT (-10566659.051452871 3404669.088458641),0.016464737,0.017937958,0.028134547
78,88,-94.92191634,29.22802516,5,20,1,15.88692284,POINT (-10566659.392090514 3404700.664623798),0.010852473,0.01150173,0.023397846
79,89,-94.92208441,29.22796865,5,20,1,18.98939911,POINT (-10566678.101557331 3404693.456209976),0.017899454,0.019655452,0.031003292
80,90,-94.92202825,29.22839616,5,20,1,81.64476734,POINT (-10566671.849854728 3404747.989470909),0.020182456,0.022650803,0.048555452
81,91,-94.921685,29.22844337,5,20,1,60.53585331,POINT (-10566633.639439514 3404754.0116018928),0.016526595,0.018195335,0.038432165
82,92,-94.92150234,29.22834645,5,20,1,10.2105191,POINT (-10566613.305821326 3404741.6484416896),0.010289922,0.010855764,0.021967501
83,93,-94.92112712,29.22852154,5,20,1,31.15573467,POINT (-10566571.536521988 3404763.983011912),0.012526598,0.013444523,0.027726935
84,94,-94.92303018,29.22803088,5,20,1,76.32322097,POINT (-10566783.384192139 3404701.39426704),0.021027063,0.023639996,0.049140159
85,95,-94.92031543,29.22801911,5,20,1,15.51007941,POINT (-10566481.179604508 3404699.892885798),0.008752234,0.009057409,0.018490472
86,96,-94.92027776,29.22775685,5,20,1,25.27308495,POINT (-10566476.98619929 3404666.4390440364),0.035651227,0.041217271,0.0704648
87,97,-94.91990471,29.22729396,5,20,1,27.47069899,POINT (-10566435.458463248 3404607.3930820758),0.058878505,0.070658778,0.134378397
88,98,-94.91978808,29.22736057,5,20,1,26.98700833,POINT (-10566422.475271039 3404615.8897960163),0.058614907,0.070309706,0.133703008
89,99,-94.91966721,29.22727966,5,20,1,6.760891302,POINT (-10566409.020084186 3404605.568987174),0.048574824,0.057143256,0.108049721
90,100,-94.91954299,29.22751056,5,20,1,13.70504019,POINT (-10566395.19197704 3404635.022410816),0.051813901,0.061361963,0.11630433
91,101,-94.92016315,29.22829675,5,20,1,10.11715853,POINT (-10566464.22787245 3404735.308691151),0.008324998,0.008580395,0.017427226
92,102,-94.92025872,29.22843536,5,20,1,11.12481696,POINT (-10566474.866676187 3404752.9898421285),0.008403176,0.0086675,0.017621087
93,103,-94.92036035,29.22862354,5,20,1,5.746697871,POINT (-10566486.180076035 3404776.994201844),0.007994438,0.008212996,0.016611059
94,104,-94.920079,29.22816866,5,20,1,26.28262694,POINT (-10566454.8603373 3404718.969497158),0.009673991,0.0100945,0.020814548
95,105,-94.91993016,29.22825093,5,20,1,24.93255705,POINT (-10566438.29154429 3404729.463877586),0.015884819,0.017129589,0.039808934
96,106,-94.91963312,29.22843852,5,20,1,34.14087804,POINT (-10566405.225202745 3404753.392933361),0.017333902,0.018839573,0.044128055
97,107,-94.91932017,29.22872346,5,20,1,26.28007838,POINT (-10566370.387768101 3404789.740078117),0.016088934,0.017369482,0.040413987
98,108,-94.91947479,29.22902028,5,20,1,8.750766017,POINT (-10566387.599987768 3404827.602751496),0.023644726,0.026087332,0.071396361
99,109,-94.91922611,29.23040084,5,20,1,51.62889048,POINT (-10566359.917056797 3405003.7098888378),0.062803684,0.076114415,0.177682141
100,110,-94.91981946,29.23016455,5,20,1,73.35212331,POINT (-10566425.96847666 3404973.568071027),0.077255581,0.095598567,0.22139137
101,111,-94.9205389,29.22988127,5,20,1,43.60589755,POINT (-10566506.056171115 3404937.4321681713),0.034616838,0.040072198,0.103826715
102,112,-94.92059989,29.22985967,5,20,1,67.47919759,POINT (-10566512.84554686 3404934.676822438),0.044180269,0.05241821,0.136738881
103,113,-94.92174675,29.22946484,5,20,1,115.4330759,POINT (-10566640.513418071 3404884.31150095),0.040858799,0.049147479,0.111348087
104,114,-94.92266605,29.2291315,5,20,1,79.69881658,POINT (-10566742.849425957 3404841.790120689),0.033099692,0.03876012,0.091368293
105,115,-94.92317324,29.22893958,5,20,1,59.4239834,POINT (-10566799.309558492 3404817.3085632133),0.033373814,0.038829669,0.095504448
106,116,-94.92372962,29.22872982,5,20,1,82.07154294,POINT (-10566861.24549678 3404790.5513652987),0.027637509,0.031657801,0.069018488
107,117,-94.92427434,29.22853147,5,20,1,60.94666862,POINT (-10566921.883449804 3404765.249688951),0.034159051,0.039602715,0.097453284
108,118,-94.92482045,29.22832104,5,20,1,62.00162425,POINT (-10566982.676136922 3404738.407132228),0.034519437,0.040062656,0.098629157
109,119,-94.92538407,29.22812246,5,20,1,59.55317256,POINT (-10567045.418028323 3404713.0762180565),0.03571554,0.041733398,0.103502854
110,120,-94.92588637,29.22793311,5,20,1,59.44933552,POINT (-10567101.333808547 3404688.9227307322),0.035146804,0.040953751,0.09961369
111,121,-94.92644811,29.22772553,5,20,1,62.06497531,POINT (-10567163.866419306 3404662.443875799),0.036133595,0.042310304,0.102807084
112,122,-94.92699722,29.22751648,5,20,1,62.51452253,POINT (-10567224.993064895 3404635.7775622653),0.036295881,0.042519702,0.103333387
113,123,-94.927567,29.22730485,5,20,1,57.22468298,POINT (-10567288.42068436 3404608.782200671),0.034431575,0.040120455,0.097293873
114,124,-94.92802142,29.22712784,5,20,1,53.97359934,POINT (-10567339.006487366 3404586.2029827517),0.033333683,0.038714126,0.093744969
115,125,-94.92829409,29.22763431,5,20,1,15.41920408,POINT (-10567369.35997292 3404650.8078914885),0.023246004,0.026093694,0.062001259
116,126,-94.92778876,29.22668625,5,20,1,26.36382525,POINT (-10567313.106894638 3404529.8743757457),0.025635686,0.028973998,0.06751604
117,127,-94.92755572,29.22622583,5,20,1,27.49494156,POINT (-10567287.165000504 3404471.144098748),0.025925711,0.029334011,0.068411718
118,128,-94.92730282,29.22576422,5,20,1,28.04480513,POINT (-10567259.012301283 3404412.2622927413),0.04419782,0.051795915,0.11373915
119,129,-94.92705974,29.22530751,5,20,1,27.0723602,POINT (-10567231.95275946 3404354.0057795583),0.043778813,0.051255173,0.112510234
120,130,-94.92682441,29.22485163,5,20,1,23.50202633,POINT (-10567205.755943691 3404295.8553976906),0.048092339,0.056665439,0.121503554
121,131,-94.92664463,29.22450056,5,20,1,13.64979717,POINT (-10567185.742925636 3404251.074371686),0.043683416,0.050967758,0.108877694
122,132,-94.92339432,29.22789329,5,20,1,22.50018245,POINT (-10566823.920071518 3404683.8432969376),0.007936108,0.0082779,0.01587712
123,133,-94.92336463,29.22818033,5,20,1,22.7062281,POINT (-10566820.614995835 3404720.4581245724),0.015730887,0.017073843,0.035698134
124,134,-94.91623663,29.22527482,5,20,1,31.71764056,POINT (-10566027.12966546 3404349.8359543607),0.068781161,0.083744867,0.167792211
125,135,-94.9163098,29.22538216,5,20,1,35.93984654,POINT (-10566035.274912601 3404363.5278846077),0.071613102,0.087556994,0.17537547
126,136,-94.91642019,29.22519722,5,20,1,20.2573228,POINT (-10566047.56347119 3404339.9375676657),0.060516689,0.072959215,0.145532148
127,137,-94.91646938,29.22528881,5,20,1,8.922394542,POINT (-10566053.039276943 3404351.6204710077),0.055283049,0.065799727,0.131512405
128,138,-94.91659916,29.22512575,5,20,1,9.999890748,POINT (-10566067.486320458 3404330.821109134),0.054890397,0.065505644,0.130418354
129,139,-94.91671443,29.22615864,5,20,1,58.02426914,POINT (-10566080.31811816 3404462.573495503),0.088364522,0.110370787,0.219738263
130,140,-94.91688764,29.22610781,5,20,1,20.42152676,POINT (-10566099.599767162 3404456.0897403015),0.06173104,0.074322336,0.148856289
131,141,-94.91707992,29.22602018,5,20,1,29.0038217,POINT (-10566121.004278852 3404444.9118712447),0.064772499,0.078509138,0.158236225
132,142,-94.91735829,29.22611734,5,20,1,2.797552158,POINT (-10566151.992285503 3404457.3053644327),0.05026455,0.059336696,0.118976126
133,143,-94.91740685,29.22597364,5,20,1,21.05530758,POINT (-10566157.397959977 3404438.975346252),0.059984077,0.072126134,0.14527604
134,144,-94.91716452,29.22699304,5,20,1,61.04471396,POINT (-10566130.421907773 3404569.0080562397),0.071627011,0.08841114,0.188682822
135,145,-94.91734065,29.22691775,5,20,1,23.24234676,POINT (-10566150.028609686 3404559.4041638877),0.049047193,0.058202024,0.124086356
136,146,-94.91758009,29.22710273,5,20,1,13.40006484,POINT (-10566176.682948561 3404582.999979517),0.049440618,0.058517237,0.126072202
137,147,-94.91761919,29.22789285,5,20,1,43.0705142,POINT (-10566181.035540652 3404683.787170608),0.066594393,0.081302601,0.175686758
138,148,-94.91792566,29.22844573,5,20,1,26.76818977,POINT (-10566215.151624994 3404754.312644733),0.062513444,0.075345656,0.160464162
139,149,-94.91809291,29.22874735,5,20,1,19.20030146,POINT (-10566233.769809831 3404792.787507742),0.058074141,0.069464697,0.147854993
140,150,-94.91826572,29.229037,5,20,1,29.40738295,POINT (-10566253.006931033 3404829.7355756606),0.067414406,0.081334666,0.172597942
141,151,-94.91861028,29.22987794,5,20,1,19.65757985,POINT (-10566291.363174783 3404937.0073856665),0.042076979,0.04883243,0.110648809
142,152,-94.90965769,29.22794666,5,25,1,18.1724919,POINT (-10565294.765414702 3404690.6511673434),0.025703545,0.029245318,0.063692871
143,153,-94.90978857,29.22820873,5,25,1,9.277097047,POINT (-10565309.334909657 3404724.080834669),0.023932143,0.026998788,0.058643554
144,154,-94.90982159,29.22826272,5,25,1,3.339026234,POINT (-10565313.010679243 3404730.9678134327),0.022535959,0.025277438,0.054555276
145,155,-94.90984763,29.22831706,5,25,1,6.517479134,POINT (-10565315.909438783 3404737.899441955),0.02327272,0.026184307,0.056707725
146,156,-94.90971328,29.22829732,5,25,1,3.968516354,POINT (-10565300.953665195 3404735.3814005465),0.022679975,0.025454441,0.05497513
147,157,-94.90978368,29.22841043,5,25,1,7.56666797,POINT (-10565308.790557345 3404749.809758885),0.023521235,0.02649095,0.057436264
148,158,-94.90981492,29.22850238,5,25,1,3.598151616,POINT (-10565312.26817824 3404761.538950622),0.02259513,0.025350146,0.054727725
149,159,-94.90993695,29.22846841,5,25,1,14.0036432,POINT (-10565325.8524957 3404757.205717821),0.030501495,0.034983497,0.074057983
150,160,-94.91001931,29.22889517,5,25,1,8.708753286,POINT (-10565335.020768961 3404811.6435740883),0.028918258,0.032991757,0.069498498
151,161,-94.91009512,29.2287874,5,25,1,23.91370313,POINT (-10565343.459899558 3404797.896322922),0.03370293,0.039047378,0.083371391
152,162,-94.91035945,29.22928382,5,25,1,29.42762252,POINT (-10565372.88498056 3404861.2202848354),0.035628193,0.041513355,0.089023825
153,163,-94.91017307,29.22919952,5,25,1,8.708753286,POINT (-10565352.137253866 3404850.466848769),0.028918258,0.032991757,0.069498498
154,164,-94.91061534,29.22976985,5,25,1,46.22675832,POINT (-10565401.37052506 3404923.219182659),0.042199829,0.050043403,0.108534597
155,165,-94.91050179,29.22979809,5,25,1,16.95365469,POINT (-10565388.730196878 3404926.8215390393),0.031421143,0.03614602,0.076721257
156,166,-94.91095666,29.23037793,5,25,1,32.99270376,POINT (-10565439.366093656 3405000.787421676),0.045653502,0.054109933,0.118008055
157,167,-94.91119913,29.23083064,4,30,1,19.83376891,POINT (-10565466.35773059 3405058.5365655203),0.034027852,0.044508568,0.106753516
158,168,-94.91130758,29.23101804,4,30,1,18.38816605,POINT (-10565478.430329366 3405082.44198706),0.033542092,0.04386733,0.105164598
159,169,-94.91152446,29.23142427,4,30,1,33.83172142,POINT (-10565502.573300527 3405134.2623047954),0.039113024,0.051246976,0.12331821
160,170,-94.91190593,29.23212682,4,30,1,36.33898319,POINT (-10565545.038346682 3405223.8828679114),0.044396524,0.058336709,0.139057325
161,171,-94.91216742,29.23259513,4,30,1,29.20443008,POINT (-10565574.14728033 3405283.623022915),0.040124631,0.052095574,0.112695313
162,172,-94.91242291,29.23304904,4,30,1,55.44870638,POINT (-10565602.588297034 3405341.5264968676),0.051338765,0.066944348,0.144894664
163,173,-94.91263047,29.23344482,4,30,1,23.9062768,POINT (-10565625.69377054 3405392.0147699155),0.038176829,0.049535828,0.107044654
164,174,-94.91228605,29.23310291,4,30,1,7.646694379,POINT (-10565587.353111522 3405348.3984932485),0.032771826,0.042466437,0.091306188
165,175,-94.91281003,29.23292293,4,30,1,50.9041749,POINT (-10565645.682298308 3405325.4391253837),0.049194718,0.064091763,0.138789668
166,176,-94.91333411,29.23275041,4,30,1,55.33121526,POINT (-10565704.022617042 3405303.4314393904),0.047148302,0.061182688,0.126351114
167,177,-94.91380034,29.23254842,5,20,1,38.63517839,POINT (-10565755.923103236 3405277.6644305605),0.065657905,0.080241608,0.16653757
168,178,-94.91402537,29.2326771,5,20,1,29.56475066,POINT (-10565780.97332825 3405294.079587296),0.045560905,0.053932712,0.105729766
169,179,-94.91432937,29.23257151,5,20,1,16.98340634,POINT (-10565814.814453451 3405280.6099214954),0.051166871,0.060960151,0.120634008
170,180,-94.91485372,29.23272931,5,20,1,0,POINT (-10565873.184828447 3405300.7397993742),0.03493433,0.040246714,0.077893651
171,181,-94.91492121,29.23285336,5,20,1,0,POINT (-10565880.697780883 3405316.564354434),0.03493433,0.040246714,0.077893651
172,182,-94.91500237,29.23302341,5,20,1,0,POINT (-10565889.732470755 3405338.256973963),0.04215873,0.049197858,0.093302609
173,183,-94.91284596,29.23381298,4,30,1,50.5116091,POINT (-10565649.682007613 3405438.9798312024),0.041366113,0.053442328,0.110219689
174,184,-94.91292162,29.23394474,4,30,1,24.75843396,POINT (-10565658.104440287 3405455.788098216),0.033049372,0.042555334,0.087371061
175,185,-94.91307001,29.23388785,4,30,1,30.86329768,POINT (-10565674.623139525 3405448.5307920524),0.02900946,0.037223288,0.078656038
176,186,-94.91347397,29.23372079,4,30,1,49.01360507,POINT (-10565719.591761025 3405427.2194149815),0.033992229,0.043707442,0.09280969
177,187,-94.91344593,29.23364471,4,30,1,1.607448596,POINT (-10565716.470362503 3405417.5141136404),0.022480996,0.02881132,0.060104096
178,188,-94.91391841,29.23354089,4,30,1,33.37879536,POINT (-10565769.066595513 3405404.270113903),0.029653427,0.038058316,0.080487041
179,189,-94.91401633,29.23341171,4,30,1,3.086019637,POINT (-10565779.96700005 3405387.791035312),0.02569113,0.032995327,0.068423982
180,190,-94.91407133,29.23347504,4,30,1,33.19575021,POINT (-10565786.089572046 3405395.8698378475),0.03338123,0.042950758,0.090046989
181,191,-94.91437725,29.23335528,4,30,1,40.16873105,POINT (-10565820.144430669 3405380.592447591),0.035470879,0.045676464,0.095910794
182,192,-94.91479026,29.23320202,5,20,1,53.36792292,POINT (-10565866.120493563 3405361.041598318),0.056404889,0.068259706,0.134506234
183,193,-94.9152546,29.23301493,5,20,1,54.13113164,POINT (-10565917.810585916 3405337.175212371),0.068389656,0.083896201,0.160992736
184,194,-94.91575907,29.2328243,5,20,1,54.63148091,POINT (-10565973.967929438 3405312.8572864514),0.068694846,0.0843091,0.161781006
185,195,-94.91623229,29.23261157,5,20,1,59.56461913,POINT (-10566026.64653887 3405285.720203144),0.036325501,0.042515101,0.094175631
186,196,-94.91889553,29.23055539,5,20,1,29.71893313,POINT (-10566323.11705953 3405023.4247596893),0.046153954,0.054059738,0.122878541
187,197,-94.91909402,29.23094964,5,20,1,23.50210529,POINT (-10566345.21286526 3405073.7166306907),0.047967736,0.056563928,0.131906784
188,198,-94.91931063,29.23136479,5,20,1,38.7867618,POINT (-10566369.325780159 3405126.674786104),0.055540093,0.066475905,0.155335831
189,199,-94.91883588,29.23156239,5,20,1,60.2713623,POINT (-10566316.476851905 3405151.8814892783),0.06108579,0.073589171,0.167639443
190,200,-94.91823198,29.23180298,5,20,1,59.40930936,POINT (-10566249.251011414 3405182.572246839),0.020154804,0.022317189,0.057316978
191,201,-94.91777266,29.23199499,5,20,1,52.05633212,POINT (-10566198.119742904 3405207.0659698052),0.028535988,0.032511992,0.0749956
192,202,-94.91730037,29.23218625,5,20,1,52.95040243,POINT (-10566145.544660598 3405231.464064816),0.028775307,0.032811549,0.075722966
193,203,-94.91682505,29.23238553,5,20,1,59.67934232,POINT (-10566092.632280232 3405256.885280161),0.030642407,0.035157788,0.081414879
194,204,-94.91486687,29.23336371,5,20,1,9.286284339,POINT (-10565874.648679752 3405381.6678344468),0.037973871,0.044119839,0.085792753
195,205,-94.91495439,29.23351285,5,20,1,4.939142037,POINT (-10565884.391361587 3405400.693139201),0.020058242,0.022210284,0.045724159
196,206,-94.91415005,29.23364629,4,30,1,27.13162949,POINT (-10565794.852642361 3405417.71566951),0.017948539,0.022874901,0.051549673
197,207,-94.91223609,29.2340609,4,30,1,59.91083048,POINT (-10565581.791589761 3405470.6063333442),0.044898535,0.058101832,0.119857657
198,208,-94.91313549,29.23446119,4,30,1,27.39498695,POINT (-10565681.912339782 3405521.670437173),0.021827197,0.027899247,0.061961447
199,209,-94.91340346,29.23501801,4,30,1,15.19950249,POINT (-10565711.74262373 3405592.703056546),0.019617701,0.025068704,0.055309677
200,210,-94.91455104,29.23437165,4,30,1,43.76939268,POINT (-10565839.490644975 3405510.248001447),0.020779831,0.026503581,0.060259558
201,211,-94.91492422,29.23507555,4,30,1,43.96170703,POINT (-10565881.03285255 3405600.0433625374),0.010045787,0.012662151,0.031668341
202,212,-94.9153284,29.23582295,4,30,1,44.60597165,POINT (-10565926.025964338 3405695.3886226653),0.027016928,0.034926716,0.085444165
