,OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SpanLength,geometry,Pf_Pole_VS,Pf_Pole_S,Pf_Pole_M
4792,4888,-95.05363218,29.13277419,3,60,1,115.6728061,POINT (-10581321.932328722 3392556.092359174),0.053540554,0.058966313,0.097600399
4793,4889,-95.05347583,29.13246829,3,60,1,39.8919441,POINT (-10581304.527526336 3392517.1080204765),0.044627023,0.050199876,0.086026199
4794,4890,-95.05315426,29.1326773,3,60,1,36.59718787,POINT (-10581268.730517682 3392543.744544803),0.043462819,0.048913621,0.083347091
4795,4891,-95.05310551,29.13312524,3,60,1,148.8330567,POINT (-10581263.303692507 3392600.830822162),0.068783464,0.076017692,0.131254063
4796,4892,-95.05282154,29.1328931,3,60,1,40.79440539,POINT (-10581231.692296704 3392571.2464529704),0.030359423,0.033639452,0.050164219
4797,4893,-95.05242497,29.1331594,3,60,1,43.49523076,POINT (-10581187.546326242 3392605.184244065),0.030987402,0.034317516,0.051368202
4798,4894,-95.05230185,29.13365821,3,60,1,171.0149345,POINT (-10581173.840670537 3392668.753799351),0.084184053,0.092830499,0.153718964
4799,4895,-95.05204397,29.13340734,3,60,1,55.40490149,POINT (-10581145.13360025 3392636.7822800023),0.033915243,0.037483607,0.05705068
4800,4896,-95.05157679,29.13411814,3,60,1,165.7747172,POINT (-10581093.127360541 3392727.368666544),0.068258095,0.075262165,0.126583379
4801,4897,-95.05143448,29.13381355,3,60,1,53.42666778,POINT (-10581077.285483805 3392688.550768412),0.029826384,0.03288056,0.048061361
4802,4898,-95.0510889,29.13404828,3,60,1,40.74058546,POINT (-10581038.815694178 3392718.4654804254),0.027163441,0.030016025,0.043171737
4803,4899,-95.05070613,29.13429046,3,60,1,50.66198054,POINT (-10580996.205932686 3392749.329714912),0.036755302,0.040921952,0.065297449
4804,4900,-95.05081995,29.1346169,3,60,1,164.6481547,POINT (-10581008.876317129 3392790.9324425203),0.069906342,0.076647106,0.126618066
4805,4901,-95.05018312,29.13463095,4,45,1,38.06919486,POINT (-10580937.984725807 3392792.723029736),0.029991282,0.034968054,0.057502309
4806,4902,-95.05002556,29.13473924,4,45,1,32.23703397,POINT (-10580920.445226837 3392806.523941128),0.028489391,0.033283995,0.054419192
4807,4903,-95.05015632,29.13504972,4,45,1,42.85792614,POINT (-10580935.001363454 3392846.0928366603),0.031283097,0.036417599,0.060164966
4808,4904,-95.05005375,29.13511993,3,60,1,85.90311977,POINT (-10580923.583323283 3392855.0407151054),0.038873583,0.042466203,0.063720259
4809,4905,-95.04992779,29.13520721,4,40,1,38.11821677,POINT (-10580909.561520223 3392866.1640797127),0.02985381,0.035815093,0.062979004
4810,4906,-95.04960685,29.13501863,4,40,1,62.24661672,POINT (-10580873.834642848 3392842.130589063),0.042969459,0.052099363,0.101245659
4811,4907,-95.04951282,29.13548545,4,30,1,72.36413298,POINT (-10580863.367271129 3392901.6243280014),0.047945477,0.060824051,0.119134006
4812,4908,-95.04934396,29.13559497,3,60,1,44.37158772,POINT (-10580844.569861913 3392915.5821116343),0.031060371,0.034120737,0.0480299
4813,4909,-95.04910137,29.13533932,3,60,1,63.04515194,POINT (-10580817.564866642 3392883.0008036615),0.037718179,0.041733193,0.065277832
4814,4910,-95.04911616,29.13574002,4,30,1,87.04327949,POINT (-10580819.21128191 3392934.0680413544),0.055021381,0.070021154,0.137161831
4815,4911,-95.04847972,29.13575357,4,30,1,50.93616847,POINT (-10580748.36310519 3392935.7949254685),0.035858955,0.045639826,0.093174213
4816,4912,-95.04856588,29.13610429,4,30,1,105.1748662,POINT (-10580757.954392515 3392980.4926280626),0.059260984,0.076285083,0.156115459
4817,4913,-95.04819081,29.13594906,3,60,1,35.30424928,POINT (-10580716.201791104 3392960.709236834),0.026721032,0.029576667,0.042552486
4818,4914,-95.04817598,29.13634981,3,60,1,83.75919618,POINT (-10580714.550923057 3393011.78314976),0.038022003,0.041784293,0.063962111
4819,4915,-95.04784859,29.13617146,3,60,1,54.52849767,POINT (-10580678.106034964 3392989.053162923),0.030733607,0.033895947,0.049969818
4820,4916,-95.04781717,29.13659489,3,60,1,91.82323686,POINT (-10580674.608376566 3393043.0176697955),0.041766175,0.045534861,0.066686963
4821,4917,-95.04721592,29.13657853,3,60,1,70.76275739,POINT (-10580607.677532725 3393040.932647288),0.035646678,0.039217264,0.05857586
4822,4918,-95.04743801,29.13684033,3,60,1,34.36583685,POINT (-10580632.400478434 3393074.2981451075),0.027363221,0.030282222,0.043218971
4823,4919,-95.04727239,29.1369401,3,60,1,107.7883822,POINT (-10580613.96374437 3393087.0135063487),0.046650279,0.051211437,0.08014396
4824,4920,-95.04658347,29.13699427,5,25,1,71.86536199,POINT (-10580537.273520773 3393093.9173014197),0.076168787,0.094128102,0.195631956
4825,4921,-95.04666407,29.13734586,3,60,1,135.2507371,POINT (-10580546.245871732 3393138.7264227048),0.060755947,0.066871262,0.109593136
4826,4922,-95.0459311,29.13741457,5,25,1,76.37311111,POINT (-10580464.652024565 3393147.483329951),0.064685169,0.079023123,0.15049035
4827,4923,-95.04606337,29.1377268,3,60,1,143.6809159,POINT (-10580479.376253612 3393187.2762889983),0.064579882,0.071147639,0.117747737
4828,4924,-95.04525216,29.13786034,3,60,1,66.78397272,POINT (-10580389.072769485 3393204.295676228),0.035701439,0.039528385,0.061255736
4829,4925,-95.04537943,29.13812779,3,60,1,137.7333826,POINT (-10580403.240401078 3393238.3816728876),0.059810791,0.066205837,0.112578158
4830,4926,-95.04473711,29.13818936,3,60,1,57.84629407,POINT (-10580331.737665752 3393246.228665497),0.046161663,0.051784088,0.088891976
4831,4927,-95.04483214,29.13852156,3,60,1,127.1388031,POINT (-10580342.316356963 3393288.5670760646),0.054020126,0.059315981,0.094920432
4832,4928,-95.0442179,29.1385201,3,60,1,57.80770914,POINT (-10580273.939472938 3393288.3810008722),0.033676848,0.037327125,0.056827782
4833,4929,-95.04424313,29.13890649,3,60,1,132.863386,POINT (-10580276.74806369 3393337.626020186),0.058082196,0.064268917,0.107891732
4834,4930,-95.04370363,29.13886487,3,60,1,58.77098864,POINT (-10580216.691198407 3393332.321583887),0.053508245,0.060429083,0.110176074
4835,4931,-95.04364445,29.13929133,3,60,1,111.5571362,POINT (-10580210.10331094 3393386.6736775734),0.081277791,0.092037451,0.18158305
4836,4932,-95.04316718,29.1392035,3,60,1,62.24058697,POINT (-10580156.97385757 3393375.4797736835),0.055004679,0.06210929,0.113895428
4837,4933,-95.04302152,29.13969816,3,60,1,106.3613551,POINT (-10580140.759060541 3393438.5241487008),0.078015705,0.088276259,0.173006911
4838,4934,-95.04259078,29.13957039,3,60,1,45.16840972,POINT (-10580092.809303077 3393422.239843978),0.048018956,0.054286425,0.096714791
4839,4935,-95.04247439,29.13964639,3,60,1,32.03382181,POINT (-10580079.852827543 3393431.9260523776),0.043247845,0.048972333,0.085276733
4840,4936,-95.04239656,29.14009725,3,60,1,129.0093149,POINT (-10580071.188831577 3393489.3883564956),0.079475579,0.089635435,0.170883749
4841,4937,-95.04201805,29.13993804,3,60,1,51.44079654,POINT (-10580029.053291114 3393469.0969435973),0.050477432,0.057033572,0.102706584
4842,4938,-95.04176581,29.14051342,3,60,1,120.9592412,POINT (-10580000.974062758 3393542.4296286893),0.074713531,0.084149824,0.158857802
4843,4939,-95.04155473,29.14024602,3,60,1,46.59821544,POINT (-10579977.47674464 3393508.3492133543),0.042084323,0.047349139,0.080021729
4844,4940,-95.0414758,29.14069653,3,60,1,34.17566447,POINT (-10579968.690297233 3393565.767244734),0.038223339,0.043078186,0.071347759
4845,4941,-95.04118493,29.14047532,3,60,1,50.71021288,POINT (-10579936.310796946 3393537.573737616),0.043445848,0.04885888,0.083124159
4846,4942,-95.04115477,29.14090231,3,60,1,107.6156076,POINT (-10579932.953401105 3393591.994232425),0.067426989,0.075813652,0.140629855
4847,4943,-95.04064803,29.14081893,3,60,1,64.6056636,POINT (-10579876.54336234 3393581.3673127242),0.060522158,0.06859022,0.129619621
4848,4944,-95.04087173,29.14108026,3,60,1,39.65463628,POINT (-10579901.44553243 3393614.6742847776),0.020222727,0.02235565,0.033426405
4849,4945,-95.04044577,29.14135594,3,60,1,107.9226769,POINT (-10579854.02788213 3393649.810281587),0.045660555,0.050149285,0.078883035
4850,4946,-95.04002995,29.14123754,3,60,1,56.63783181,POINT (-10579807.73901147 3393634.719940591),0.031414966,0.03464471,0.051045348
4851,4947,-95.03985047,29.14173185,3,60,1,126.6324593,POINT (-10579787.759389263 3393697.720954953),0.052331148,0.057505925,0.092584374
4852,4948,-95.03963549,29.14148707,3,60,1,30.61461312,POINT (-10579763.82792513 3393666.5231094346),0.029995092,0.033454655,0.050300168
4853,4949,-95.03948254,29.14157792,3,60,1,33.439394,POINT (-10579746.801609013 3393678.1021687635),0.030628958,0.034142877,0.051536073
4854,4950,-95.03903757,29.14185901,3,60,1,68.19894489,POINT (-10579697.267775197 3393713.927855905),0.039617739,0.043944113,0.069629314
4855,4951,-95.03924903,29.14213171,3,60,1,135.1354603,POINT (-10579720.807394719 3393748.684308316),0.060832569,0.06665313,0.109511369
4856,4952,-95.03864244,29.14250948,3,60,1,130.865851,POINT (-10579653.2821048 3393796.8324072626),0.056057076,0.061679387,0.102902789
4857,4953,-95.0384822,29.1422365,3,60,1,41.59869541,POINT (-10579635.444269594 3393762.040140138),0.028442545,0.03147008,0.046457092
4858,4954,-95.03829388,29.14234563,3,60,1,44.06278815,POINT (-10579614.480583088 3393775.9491337794),0.028980263,0.032049482,0.047472531
4859,4955,-95.03825958,29.1427595,3,60,1,41.60208578,POINT (-10579610.662324553 3393828.6984222187),0.028443277,0.031470869,0.046458474
4860,4956,-95.03785107,29.14263748,3,60,1,41.79370975,POINT (-10579565.187199371 3393813.146492106),0.028484734,0.031515531,0.046536615
4861,4957,-95.03789868,29.14299595,3,60,1,133.780969,POINT (-10579570.487120327 3393858.834959579),0.036022271,0.039054491,0.062784212
4862,4958,-95.03754668,29.14283266,3,60,1,41.30333915,POINT (-10579531.302659567 3393838.022961536),0.022648286,0.024950923,0.034723725
4863,4959,-95.03733217,29.14296571,3,60,1,44.31542812,POINT (-10579507.423515597 3393854.9807417565),0.023153517,0.025490957,0.03560087
4864,4960,-95.03736187,29.14335205,3,60,1,41.96469181,POINT (-10579510.729704473 3393904.221518668),0.022758257,0.025068452,0.034914323
4865,4961,-95.03714841,29.14348291,3,60,1,138.6789785,POINT (-10579486.967445968 3393920.9002583334),0.046282239,0.050563856,0.079179289
4866,4962,-95.03675435,29.14333792,3,60,1,66.09327945,POINT (-10579443.100887427 3393902.4205831243),0.027160586,0.029782495,0.042688855
4867,4963,-95.03639056,29.14397238,3,60,1,169.9430651,POINT (-10579402.603969872 3393983.285764573),0.048344512,0.052515788,0.080372307
4868,4964,-95.03618932,29.14371575,3,60,1,39.43878531,POINT (-10579380.202035544 3393950.576894559),0.018947977,0.020774398,0.027620866
4869,4965,-95.03604927,29.14380045,3,60,1,41.47573652,POINT (-10579364.61174086 3393961.3723548423),0.019225883,0.021068903,0.02807062
4870,4966,-95.03562203,29.14408301,3,60,1,41.55319994,POINT (-10579317.051601613 3393997.386176668),0.024114302,0.02666518,0.037883937
4871,4967,-95.03562925,29.14446782,3,60,1,161.8267628,POINT (-10579317.855328336 3394046.432481103),0.045601333,0.049491507,0.075093478
4872,4968,-95.03530637,29.14428402,3,60,1,42.43619154,POINT (-10579281.912491148 3394023.006063982),0.024268928,0.026831367,0.03816071
4873,4969,-95.03504821,29.14445157,3,60,1,47.247508,POINT (-10579253.174251406 3394044.361319032),0.025129176,0.027756325,0.039707063
4874,4970,-95.03487756,29.14494644,3,60,1,105.1684196,POINT (-10579234.1775803 3394107.435679713),0.029614041,0.031178724,0.039595134
4875,4971,-95.03501029,29.14486422,3,60,1,42.04176507,POINT (-10579248.953016315 3394096.956191466),0.019068446,0.020399439,0.024645764
4876,4972,-95.03464571,29.14509527,3,60,1,29.41220612,POINT (-10579208.36815636 3394126.405078756),0.017461422,0.018757064,0.02245614
4877,4973,-95.03476921,29.14523928,3,60,1,22.80154484,POINT (-10579222.116113473 3394144.7601620667),0.016675136,0.017952833,0.021393793
4878,4974,-95.03505174,29.14558646,3,60,1,43.43348383,POINT (-10579253.567209208 3394189.010790881),0.015278094,0.016171804,0.019142937
4879,4975,-95.03446162,29.14482495,3,60,1,69.44539908,POINT (-10579187.8753513 3394091.9509705943),0.027971466,0.029881945,0.038322436
4880,4976,-95.0344757,29.14521531,3,60,1,29.76864602,POINT (-10579189.44272973 3394141.7050158684),0.021131982,0.022825402,0.028272676
4881,4977,-95.03411351,29.14544311,3,60,1,144.735452,POINT (-10579149.123923361 3394170.739767399),0.047579446,0.050282915,0.069344086
4882,4978,-95.0339104,29.1451951,3,60,1,68.65136526,POINT (-10579126.513821585 3394139.129108844),0.027814981,0.029720375,0.038087596
4883,4979,-95.0334969,29.14545514,3,60,1,36.62382371,POINT (-10579080.483212143 3394172.273079377),0.046808599,0.052923648,0.092089716
4884,4980,-95.0332556,29.14561584,3,60,1,23.13201221,POINT (-10579053.621819014 3394192.755493505),0.030480055,0.034017427,0.050928688
4885,4981,-95.03338283,29.14592517,3,60,1,167.7778989,POINT (-10579067.784997826 3394232.1820003763),0.08968716,0.100251307,0.181100954
4886,4982,-95.03308335,29.14572503,3,60,1,44.09600097,POINT (-10579034.447036725 3394206.6725920476),0.035660201,0.039643506,0.061131842
4887,4983,-95.03261372,29.146421,3,60,1,170.202225,POINT (-10578982.168064265 3394295.379625882),0.091309382,0.102130807,0.184906529
4888,4984,-95.03246716,29.14611263,3,60,1,68.95143428,POINT (-10578965.853079692 3394256.0752885975),0.053115317,0.059533752,0.104098081
4889,4985,-95.03185055,29.14651593,3,60,1,70.3810495,POINT (-10578897.212368475 3394307.4792726096),0.036838051,0.040501762,0.060847086
4890,4986,-95.03186131,29.146905,3,60,1,155.5855538,POINT (-10578898.410166195 3394357.0697144144),0.069690076,0.076822147,0.128413565
4891,4987,-95.03120885,29.14692802,3,60,1,71.39569059,POINT (-10578825.778651234 3394360.0038246247),0.037119215,0.04080638,0.061386355
4892,4988,-95.0310985,29.14739722,3,60,1,143.4303997,POINT (-10578813.494545422 3394419.807812836),0.027048974,0.029111843,0.049262351
4893,4989,-95.03057406,29.14733624,3,60,1,70.84767243,POINT (-10578755.114151672 3394412.0353182806),0.03696709,0.040641554,0.061094474
4894,4990,-95.03032209,29.14789926,3,60,1,168.5830663,POINT (-10578727.064979576 3394483.7978728465),0.073777631,0.081151771,0.136060555
4895,4991,-95.02994214,29.14773816,3,60,1,69.98067148,POINT (-10578684.769139051 3394463.2640194227),0.034932528,0.038268411,0.05674858
4896,4992,-95.02959148,29.14837186,3,60,1,166.1452386,POINT (-10578645.733846407 3394544.035793743),0.072431285,0.079628625,0.133157635
4897,4993,-95.02932287,29.14813907,3,60,1,70.77584349,POINT (-10578615.832317987 3394514.3641856783),0.042188863,0.046617918,0.074525143
4898,4994,-95.02867679,29.14856414,3,60,1,71.30599236,POINT (-10578543.911021376 3394568.544014035),0.042364041,0.046809323,0.074890061
4899,4995,-95.02883688,29.14886298,3,60,1,171.5997596,POINT (-10578561.732158655 3394606.6345801773),0.092448559,0.103199072,0.187970538
4900,4996,-95.02805741,29.14934802,3,60,1,171.4318709,POINT (-10578474.961955167 3394668.4586957158),0.088607777,0.098266228,0.174523622
4901,4997,-95.02804798,29.14895817,3,60,1,70.75481017,POINT (-10578473.912212368 3394618.767654546),0.051170016,0.05729801,0.100136042
4902,4998,-95.02741162,29.14934825,3,60,1,70.37923245,POINT (-10578403.072941208 3394668.48801202),0.04902677,0.054576556,0.092803039
4903,4999,-95.02730422,29.14982138,3,60,1,169.2094543,POINT (-10578391.117227897 3394728.794337809),0.107273779,0.121090875,0.233402757
4904,5000,-95.02678958,29.1497495,3,60,1,69.69175926,POINT (-10578333.827765156 3394719.632316455),0.048758515,0.054280091,0.092198045
4905,5001,-95.02654469,29.15030803,3,60,1,170.8414098,POINT (-10578306.566735053 3394790.824246167),0.020564398,0.022052239,0.04638707
4906,5002,-95.02616557,29.15014424,3,60,1,72.10246892,POINT (-10578264.363289706 3394769.947035328),0.037175464,0.040612647,0.059913315
4907,5003,-95.02577691,29.15078988,3,60,1,149.6902747,POINT (-10578221.097856414 3394852.242621256),0.067461555,0.073789442,0.120059992
4908,5004,-95.02550034,29.15055696,3,60,1,72.71146185,POINT (-10578190.310224844 3394822.5537445135),0.037350025,0.040800416,0.060238156
4909,5005,-95.02541599,29.15100933,3,60,1,43.62802412,POINT (-10578180.920425797 3394880.214621716),0.033737395,0.037269754,0.056211239
4910,5006,-95.0249968,29.15127415,3,60,1,150.6206437,POINT (-10578134.25640845 3394913.9697487233),0.040376108,0.043687536,0.075720198
4911,5007,-95.02486542,29.15095205,3,60,1,72.10301156,POINT (-10578119.63125375 3394872.9134713355),0.042243276,0.046480024,0.073093465
4912,5008,-95.0242498,29.15172984,3,60,1,170.9863465,POINT (-10578051.10074883 3394972.0542127783),0.091011898,0.100595019,0.173026553
4913,5009,-95.02421107,29.15135867,3,60,1,72.73118572,POINT (-10578046.78934495 3394924.7430595984),0.042196351,0.046231773,0.070349949
4914,5010,-95.02346804,29.15221178,3,60,1,131.273118,POINT (-10577964.075623704 3395033.4849098884),0.018336864,0.019761635,0.038419806
4915,5011,-95.02356494,29.1517673,3,60,1,72.8892793,POINT (-10577974.862482363 3394976.8290580604),0.04224881,0.046288543,0.070451772
4916,5012,-95.02290785,29.15219188,3,60,1,71.32693762,POINT (-10577901.715558156 3395030.9483418055),0.051918074,0.057428937,0.094441011
4917,5013,-95.0230762,29.1524683,3,60,1,86.68205649,POINT (-10577920.456194432 3395066.1824636627),0.058648268,0.06484517,0.109100203
4918,5014,-95.0226931,29.15270318,3,60,1,128.4042979,POINT (-10577877.80969751 3395096.121726881),0.081561272,0.090497269,0.161067704
4919,5015,-95.0222896,29.15257148,3,60,1,70.35282124,POINT (-10577832.892282974 3395079.334418697),0.056105673,0.062755118,0.110157372
4920,5016,-95.02192819,29.15317911,3,60,1,171.0373623,POINT (-10577792.660305807 3395156.786929732),0.112673683,0.125865537,0.225502866
4921,5017,-95.02164978,29.15295274,3,60,1,71.25986514,POINT (-10577761.667846376 3395127.9322690642),0.051367972,0.056609672,0.090073258
4922,5018,-95.02116394,29.15365296,3,60,1,172.6483311,POINT (-10577707.584384969 3395217.1872812016),0.114092137,0.127520328,0.228730133
4923,5019,-95.02101544,29.15337037,3,60,1,72.43770286,POINT (-10577691.053440586 3395181.1662804354),0.051850606,0.057137484,0.091068363
4924,5020,-95.02038462,29.15413836,3,60,1,137.0253539,POINT (-10577620.830879403 3395279.0601682044),0.085527336,0.094213549,0.156157958
4925,5021,-95.02035459,29.15377243,3,60,1,71.01723685,POINT (-10577617.487955095 3395232.415836296),0.049697098,0.055117192,0.092072763
4926,5022,-95.01993889,29.15442029,3,60,1,86.22908733,POINT (-10577571.212442774 3395314.9973091027),0.057294167,0.062822009,0.097781541
4927,5023,-95.01974541,29.15412266,3,60,1,70.84731596,POINT (-10577549.674347693 3395277.0589186233),0.050717169,0.055644869,0.084828
4928,5024,-95.01961366,29.15461077,3,60,1,121.7342357,POINT (-10577535.008004783 3395339.2775288043),0.075841396,0.083334765,0.135725311
4929,5025,-95.01908771,29.15454584,3,60,1,71.77610497,POINT (-10577476.459518598 3395331.0009872834),0.048857009,0.053866585,0.085790243
4930,5026,-95.01885053,29.15509625,3,60,1,170.3502619,POINT (-10577450.056761771 3395401.1611903403),0.084851328,0.093454703,0.16439572
4931,5027,-95.01846202,29.15492708,3,60,1,71.28086504,POINT (-10577406.808026405 3395379.5972224264),0.038457867,0.042066778,0.064801999
4932,5028,-95.01809059,29.15554645,3,60,1,172.1343973,POINT (-10577365.46062794 3395458.548006126),0.107423953,0.119713038,0.211043482
4933,5029,-95.01781307,29.15532559,3,60,1,70.66442686,POINT (-10577334.567242855 3395430.395037923),0.048227095,0.0530545,0.082772615
4934,5030,-95.01719845,29.15570928,3,60,1,73.58034412,POINT (-10577266.148057422 3395479.303943714),0.049886304,0.054811663,0.085237615
4935,5031,-95.01731153,29.15604658,3,60,1,170.6017846,POINT (-10577278.736065442 3395522.2996741934),0.107187342,0.119266147,0.208158955
4936,5032,-95.01649744,29.15615503,3,60,1,49.28060472,POINT (-10577188.111981181 3395536.1238576774),0.041122568,0.045299547,0.068065074
4937,5033,-95.01656539,29.15650804,3,60,1,167.7457483,POINT (-10577195.67614058 3395581.1223452324),0.104827473,0.116532665,0.202916946
4938,5034,-95.01631733,29.15627263,3,60,1,32.69019041,POINT (-10577168.062227696 3395551.1144133885),0.035290823,0.039224042,0.060130859
4939,5035,-95.01591295,29.15652894,3,60,1,57.98473344,POINT (-10577123.046852008 3395583.786491013),0.043175222,0.047798449,0.076164982
4940,5036,-95.0158118,29.1569804,3,60,1,108.6450012,POINT (-10577111.786885515 3395641.3347216314),0.048091715,0.052591079,0.087786465
4941,5037,-95.01559405,29.15711367,4,40,1,86.74556827,POINT (-10577087.547066394 3395658.322881219),0.047686845,0.057293901,0.113094086
4942,5038,-95.01528052,29.15691906,4,40,1,53.27216221,POINT (-10577052.645066446 3395633.5156121394),0.053739455,0.066291948,0.14222783
4943,5039,-95.01496042,29.1571276,3,60,1,35.4371331,POINT (-10577017.011697441 3395660.0985639133),0.04038676,0.045362595,0.07524049
4944,5040,-95.01503625,29.15746191,3,60,1,148.7913141,POINT (-10577025.453054428 3395702.713746108),0.088749202,0.098481533,0.172030537
4945,5041,-95.01464689,29.15731959,3,60,1,35.19650469,POINT (-10576982.109697493 3395684.571906501),0.040309481,0.045277479,0.07506928
4946,5042,-95.01433107,29.15751806,3,60,1,54.12993654,POINT (-10576946.95277591 3395709.871315517),0.042833256,0.047660393,0.077689485
4947,5043,-95.01426379,29.15794204,3,60,1,171.3930693,POINT (-10576939.463200571 3395763.917145825),0.108284564,0.122079404,0.231411634
4948,5044,-95.013679,29.15792372,3,60,1,60.30825904,POINT (-10576874.36467555 3395761.5818432947),0.044993753,0.050032245,0.082353347
4949,5045,-95.01350391,29.15841584,3,60,1,163.2325132,POINT (-10576854.873745907 3395824.313924752),0.096454082,0.106988165,0.186085647
4950,5046,-95.01325264,29.15817762,3,60,1,54.04924504,POINT (-10576826.902497455 3395793.9472358986),0.063851592,0.072908132,0.141074884
4951,5047,-95.01271251,29.15851643,3,60,1,40.02736968,POINT (-10576766.775500894 3395837.1364848684),0.043011713,0.048315013,0.081157143
4952,5048,-95.01287116,29.15880504,3,60,1,46.12491477,POINT (-10576784.436338108 3395873.926683572),0.045146758,0.050675367,0.085983634
4953,5049,-95.01273758,29.15887981,3,60,1,128.0129563,POINT (-10576769.566280529 3395883.4579126495),0.086252372,0.097148943,0.185691791
4954,5050,-95.01253689,29.15861798,3,60,1,36.1311697,POINT (-10576747.225571921 3395850.081432291),0.041700234,0.046867329,0.078218317
4955,5051,-95.01206642,29.15891281,4,35,1,30.3621211,POINT (-10576694.853091087 3395887.6645560176),0.055707603,0.072396351,0.179606151
4956,5052,-95.01199449,29.15902004,4,35,1,14.02289304,POINT (-10576686.845880115 3395901.333606814),0.047458853,0.061657691,0.152271133
4957,5053,-95.01215229,29.15918997,4,35,1,43.69980045,POINT (-10576704.41209576 3395922.995314698),0.06347584,0.082576969,0.204865121
4958,5054,-95.01195593,29.15931094,4,35,1,12.28611243,POINT (-10576682.55340055 3395938.4159026723),0.027743493,0.034522649,0.066381758
4959,5055,-95.01193347,29.15938475,3,60,1,121.1399321,POINT (-10576680.053164788 3395947.824803042),0.059998638,0.065915584,0.108321072
4960,5056,-95.01181615,29.15912465,4,35,1,30.91176846,POINT (-10576666.993162127 3395914.668689148),0.056008412,0.072789394,0.180593672
4961,5057,-95.01144149,29.15930082,3,60,1,57.06741286,POINT (-10576625.286201706 3395937.125860226),0.036385256,0.040053877,0.060290535
4962,5058,-95.01126416,29.15980355,3,60,1,156.9895854,POINT (-10576605.545916403 3396001.211294389),0.079279688,0.087594289,0.150273255
4963,5059,-95.01079545,29.15969452,3,60,1,68.64840168,POINT (-10576553.369357875 3395987.312684239),0.039831648,0.043785138,0.066982821
4964,5060,-95.01052985,29.1602482,3,60,1,174.2368474,POINT (-10576523.802901117 3396057.8932504053),0.027311768,0.029446945,0.062835325
4965,5061,-95.01021397,29.16006046,3,60,1,71.83969242,POINT (-10576488.639300367 3396033.9609806775),0.047682348,0.052946531,0.08777174
4966,5062,-95.00970632,29.16075773,3,60,1,150.7996622,POINT (-10576432.127960866 3396122.8461149824),0.092406877,0.102395566,0.173026534
4967,5063,-95.00951081,29.16047895,3,60,1,75.41715249,POINT (-10576410.36388722 3396087.308305762),0.051205088,0.056314101,0.086818459
4968,5064,-95.00949538,29.16089068,4,25,1,51.81575991,POINT (-10576408.646227479 3396139.7941069766),0.057061501,0.07431223,0.158261007
4969,5065,-95.0095829,29.16101368,4,25,1,30.11278618,POINT (-10576418.388909312 3396155.473727987),0.045600768,0.059131335,0.126498137
4970,5066,-95.00886781,29.16127201,3,60,1,157.3024355,POINT (-10576338.78545464 3396188.404817556),0.102447032,0.113925845,0.194380261
4971,5067,-95.00886532,29.16087691,3,60,1,71.75318992,POINT (-10576338.508269109 3396138.0387554513),0.046058819,0.050963133,0.082849679
4972,5068,-95.00822777,29.16127472,4,30,1,72.10464551,POINT (-10576267.536527753 3396188.750280205),0.064104756,0.082895256,0.183814375
4973,5069,-95.00829078,29.16162942,4,30,1,43.0463481,POINT (-10576274.550768867 3396233.966448077),0.050997133,0.065174467,0.134741776
4974,5070,-95.00809807,29.16174601,3,60,1,139.11779,POINT (-10576253.098389799 3396248.8290505875),0.084303167,0.093745121,0.168097052
4975,5071,-95.00757604,29.16168393,3,60,1,53.44743438,POINT (-10576194.98627602 3396240.915244868),0.042800166,0.047436252,0.075509157
4976,5072,-95.00727203,29.1618586,3,60,1,31.63179424,POINT (-10576161.144037621 3396263.181759087),0.035984824,0.040020912,0.061615077
4977,5073,-95.00733543,29.1622089,3,60,1,172.2691899,POINT (-10576168.20169334 3396307.837280189),0.113118619,0.1262674,0.217191818
4978,5074,-95.00701036,29.16202103,3,60,1,27.50035899,POINT (-10576132.015066467 3396283.8879813454),0.034781215,0.03899788,0.061820331
4979,5075,-95.00678025,29.16215534,3,60,1,39.73811874,POINT (-10576106.399338441 3396301.0095520527),0.034395616,0.038060644,0.056831687
4980,5076,-95.00655779,29.16268251,3,60,1,173.1970099,POINT (-10576081.635204518 3396368.212347854),0.098656512,0.1100732,0.195103855
4981,5077,-95.00629971,29.16244453,3,60,1,62.53210259,POINT (-10576052.905870333 3396337.874992035),0.041212723,0.04545262,0.070134473
4982,5078,-95.00578686,29.16315156,3,60,1,173.2803408,POINT (-10575995.81566948 3396428.006388278),0.095885609,0.106789099,0.185390865
4983,5079,-95.00566203,29.16283511,3,60,1,73.37616267,POINT (-10575981.919657445 3396387.6656183107),0.046631775,0.051770926,0.085685395
4984,5080,-95.00500849,29.16362946,3,60,1,171.7166946,POINT (-10575909.167917432 3396488.928899085),0.096494173,0.108003053,0.196821587
4985,5081,-95.00498762,29.16325127,3,60,1,72.39800965,POINT (-10575906.84467966 3396440.717357863),0.04416418,0.048831762,0.078460609
4986,5082,-95.00436742,29.16362986,3,60,1,70.92189613,POINT (-10575837.804331468 3396488.979891052),0.043651631,0.048270185,0.077388264
4987,5083,-95.00425152,29.16408521,3,60,1,171.4460348,POINT (-10575824.902402487 3396547.028000452),0.094459975,0.104893361,0.180620162
4988,5084,-95.00371935,29.16401805,3,60,1,53.91121579,POINT (-10575765.66150907 3396538.4664139864),0.040252012,0.044558364,0.069489655
