OBJECTID,LON,LAT,TYPE,SpanLength,MaxFloodDepth,MaxFloodDuration,MaxPeakWavePeriod,MaxSigWaveHt,MaxWaterVel,MaxWaveDir,MaxWindVel,MaxWSE
709,-94.81283182,29.29670702,2,54.05196536,2.0962323,44.514602,3.1469449,0.82926391,0.27072407,286.49926,39.180043,4.2257425
724,-94.8167573,29.2955178,2,21.86547499,2.0978371,47.573687,3.0615415,0.80883883,0.2717829,286.36879,39.304496,4.2107179
725,-94.81682918,29.29565281,2,59.52504783,2.0978371,47.573687,3.0615415,0.80883883,0.2717829,286.36879,39.304496,4.2107179
1691,-94.79775911,29.30242825,2,23.75311659,2.5943934,54.407082,3.2409135,0.98860791,0.31615567,280.90919,48.88226,4.2462911
1692,-94.79779603,29.3025646,2,24.73957932,2.5943934,54.407082,3.2409135,0.98860791,0.31615567,280.90919,48.88226,4.2462911
1756,-94.79911214,29.30220274,2,107.2993877,2.7358029,54.920355,3.2512105,1.0010067,0.31001435,282.75472,46.925402,4.2560207
1851,-94.80024474,29.30176536,2,33.58088432,2.8151126,55,3.2303614,1.0061171,0.30957478,281.54542,47.696091,4.2503576
1852,-94.80006777,29.30182541,2,144.3409765,2.8151126,55,3.2303614,1.0061171,0.30957478,281.54542,47.696091,4.2503576
2014,-94.80250705,29.30118448,2,129.0916409,2.5534241,54,3.2336485,0.96174881,0.31685551,283.79112,45.802204,4.2380529
2083,-94.8036644,29.30087908,2,180.9979195,2.625089,54,3.2217405,0.9762445,0.2989937,285.435,45.775528,4.2327493
2318,-94.80665713,29.29928418,2,164.6551156,2.7748906,54,3.2159674,0.99753159,0.27599203,284.67166,44.884001,4.2398827
2324,-94.80706838,29.29999798,2,105.482249,2.8599171,54,3.191779,1.0132332,0.29434042,276.15581,45.72316,4.2307598
2922,-94.81595819,29.29684206,2,92.42546489,2.014069,25.248355,3.1303248,0.82488976,0.26830751,285.32284,39.505017,4.2012598
2926,-94.81626346,29.2977251,2,49.99874859,2.0255782,30.421013,3.1021921,0.85421225,0.254895,284.43691,39.792298,4.1910264
