OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SOIL,AGE,SpanLength,MaxFloodDepth,MaxFloodDuration,MaxPeakWavePeriod,MaxSigWaveHt,MaxWaterVel,MaxWaveDir,MaxWindVel,MaxWSE
97,-94.91990471,29.22729396,five,20,1,Very Stiff,0,27.47069899,3.4623451,23.907474,12.002245,1.4442005,1.4721349,137.79472,46.89681,5.2644223
98,-94.91978808,29.22736057,five,20,1,Very Stiff,0,26.98700833,3.4623451,23.907474,12.002245,1.4442005,1.4721349,137.79472,46.89681,5.2644223
99,-94.91966721,29.22727966,five,20,1,Very Stiff,0,6.760891302,3.4623451,23.907474,12.002245,1.4442005,1.4721349,137.79472,46.89681,5.2644223
100,-94.91954299,29.22751056,five,20,1,Very Stiff,0,13.70504019,3.4623451,23.907474,12.002245,1.4442005,1.4721349,137.79472,46.89681,5.2644223
101,-94.92016315,29.22829675,five,20,1,Very Stiff,0,10.11715853,2.6780534,13.792409,11.938455,1.1656944,1.7962411,143.68236,46.942314,5.2477433
102,-94.92025872,29.22843536,five,20,1,Very Stiff,0,11.12481696,2.6780534,13.792409,11.938455,1.1656944,1.7962411,143.68236,46.942314,5.2477433
103,-94.92036035,29.22862354,five,20,1,Very Stiff,0,5.746697871,2.6780534,13.792409,11.938455,1.1656944,1.7962411,143.68236,46.942314,5.2477433
104,-94.920079,29.22816866,five,20,1,Very Stiff,0,26.28262694,2.6780534,13.792409,11.938455,1.1656944,1.7962411,143.68236,46.942314,5.2477433
105,-94.91993016,29.22825093,five,20,1,Very Stiff,0,24.93255705,3.0502291,15.185245,12.312551,1.4296937,1.8692121,137.96954,46.95378,5.2599354
106,-94.91963312,29.22843852,five,20,1,Very Stiff,0,34.14087804,3.0502291,15.185245,12.312551,1.4296937,1.8692121,137.96954,46.95378,5.2599354
107,-94.91932017,29.22872346,five,20,1,Very Stiff,0,26.28007838,3.0502291,15.185245,12.312551,1.4296937,1.8692121,137.96954,46.95378,5.2599354
