OBJECTID,LON,LAT,TYPE,SpanLength,MaxFloodDepth,MaxFloodDuration,MaxPeakWavePeriod,MaxSigWaveHt,MaxWaterVel,MaxWaveDir,MaxWindVel,MaxWSE
10620,-94.83293372,29.29450869,3,157.3947244,3.0922293,82,2.8705014,0.66571281,0.29061882,36.077571,26.937326,3.7722024
10621,-94.83253969,29.29444454,3,159.6189557,3.0449255,82,2.8592334,0.61544534,0.27895254,30.711834,24.94432,3.7667885
10622,-94.83146588,29.29487288,3,162.0374028,2.9356531,82,2.8329752,0.57930608,0.2629539,26.688721,24.872395,3.7616633
10623,-94.83117613,29.29482077,3,163.9333705,2.9356531,82,2.8329752,0.57930608,0.2629539,26.688721,24.872395,3.7616633
10624,-94.83003279,29.29528021,3,86.46999453,3.0917935,82,2.7106648,0.60673863,0.38347486,59.667562,25.224971,3.7588694
10625,-94.82960485,29.29524841,3,172.2859965,2.8034854,82,3.4993382,0.64269753,0.32867845,247.45284,28.485512,3.7535255
10626,-94.83014402,29.29562435,3,62.11918689,3.0917935,82,2.7106648,0.60673863,0.38347486,59.667562,25.224971,3.7588694
10627,-94.82809169,29.29562205,3,115.0497328,2.8831086,82,3.9995674,0.68770288,0.28068304,232.62275,30.462455,3.7508564
10628,-94.82914692,29.2959321,3,105.0271209,3.1172997,82,2.8706839,0.64635593,0.36350707,100.08498,27.677574,3.757669
10629,-94.82826385,29.29618074,3,89.36546633,2.8831086,82,3.9995674,0.68770288,0.28068304,232.62275,30.462455,3.7508564
12555,-94.8244577,29.29655075,3,131.9019405,1.7307627,43.881257,2.5919975,0.60389817,0.19874948,34.367266,31.640233,3.7598929
13763,-94.86584703,29.28789556,3,229.4393054,1.944088,12.869823,4.4464253,0.71919103,0.52777805,276.02944,27.376811,3.7223006
13764,-94.8658908,29.28802489,3,97.14598452,1.944088,12.869823,4.4464253,0.71919103,0.52777805,276.02944,27.376811,3.7223006
16036,-94.85216329,29.28954805,3,0,2.2462531,81.279186,3.7592278,0.68619507,0.39192887,49.368693,27.734774,3.7486126
16037,-94.8521136,29.28940411,3,0,2.4162663,82,3.7286288,0.68286344,0.33941573,46.165429,28.611502,3.7432419
