,OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SpanLength,geometry,Pf_PR_VS,Pf_PR_SM,Pf_FF_VS,Pf_FF_S,Pf_FF_M,Pf_WoodPole_VS,Pf_WoodPole_S,Pf_WoodPole_M
33,43,-94.91953486,29.22519026,5,20,1,10.36555684,POINT (-10566394.28694958 3404339.0497745876),0.02649748746876436,0.02565432647280564,0.022417464835357222,0.03250453663866312,0.08641254646697206,0.04832094581056523,0.05732498111669326,0.10985001726136745
34,44,-94.9193493,29.22513884,5,20,1,53.08658084,POINT (-10566373.630504869 3404332.4908224135),0.03716518736240776,0.03611811482586898,0.036115932744134355,0.05483396216576896,0.140400681866668,0.07193886469933819,0.08897157764977737,0.1714477887432464
35,45,-94.91922669,29.22537846,5,20,1,10.10180436,POINT (-10566359.981622102 3404363.055924783),0.02684739981941228,0.02602404598420752,0.022876770577844763,0.0331569847840462,0.08812583271648014,0.049109988590976705,0.058318151871535995,0.11185648797767733
36,46,-94.91904582,29.22533751,5,20,1,44.33915613,POINT (-10566339.847265802 3404357.8324786765),0.03508194965410416,0.03410687097974933,0.033357508608137375,0.05015573966723536,0.1295302426376973,0.0672692118246645,0.08255195530526038,0.159219242343827
37,47,-94.91891989,29.22556768,5,20,1,10.21104627,POINT (-10566325.828802327 3404387.1922271745),0.029930287491684318,0.02897962496952466,0.024820514185938943,0.03630635233487115,0.10310252284626668,0.05400791655234671,0.06423383282971984,0.1290942753702946
38,48,-94.91873708,29.22552273,5,20,1,41.43485775,POINT (-10566305.478486214 3404381.458543861),0.03871174809949811,0.037590432048518224,0.03568908357329467,0.054051404864375194,0.14846521497267887,0.07301924485960143,0.0896100212512122,0.18047477544619794
39,49,-94.91859202,29.22596149,5,20,1,5.779367204,POINT (-10566289.330480881 3404437.4255233468),0.02885190302538584,0.027924109711379565,0.023566323549573436,0.03429364763551178,0.09776250735263757,0.0517382932932422,0.06126013776791395,0.12295668608304255
40,50,-94.91848885,29.22586727,5,20,1,22.82911958,POINT (-10566277.845649015 3404425.4070675224),0.03321886969438518,0.03220117938432662,0.02875807872264328,0.04267806425868447,0.11974031176160359,0.06102163754728007,0.07350495964004145,0.14808571188735964
41,51,-94.91860307,29.22623882,5,20,1,5.774362918,POINT (-10566290.560561255 3404472.801074187),0.022891597321931936,0.02216747723714395,0.018685054672899312,0.026366312598414137,0.08113304306678147,0.041148921247320835,0.04794931520120538,0.10150200541856236
42,52,-94.91843836,29.22613136,5,20,1,6.82751597,POINT (-10566272.225127924 3404459.0937224906),0.029103500336557984,0.028170330502927915,0.023857253995213337,0.034759738011020926,0.09900277897785324,0.0522664247320922,0.06195087520598319,0.12438416847626677
43,53,-94.91850076,29.22641383,5,20,1,13.87896986,POINT (-10566279.17146415 3404495.1249800944),0.024538327486956116,0.023780109581749843,0.020609819967062945,0.029378236087223827,0.08982400120314574,0.04464241694222004,0.052459727995500915,0.11146808619321347
44,54,-94.91873109,29.22660722,5,20,1,8.869664887000003,POINT (-10566304.811682465 3404519.793444348),0.023507375411515874,0.02277035470900252,0.019398414618142575,0.027479425014885137,0.0843579288429913,0.04244978421484158,0.04962406346909931,0.10520742358972213
45,55,-94.91857285,29.22676713,5,20,1,13.23658004,POINT (-10566287.196486242 3404540.1912980285),0.02440369448182992,0.02364821676073879,0.020450423894142606,0.02912779798633157,0.08910559007264941,0.04435505247923599,0.05208719426652664,0.11064661852475666
46,56,-94.92059037,29.22501607,5,20,1,42.96321032,POINT (-10566511.785785306 3404316.830731526),0.029879216777062848,0.029089287834087808,0.028922017345401386,0.04244770503960924,0.10983125408730682,0.057937066896570966,0.07030221936390346,0.13572562895807005
47,57,-94.92090132,29.22495006,5,20,1,42.63893356,POINT (-10566546.400580969 3404308.4107458056),0.029805147175020606,0.029016387731278653,0.028821196329816837,0.04228539144593528,0.10944072504171821,0.05776732350646707,0.07007480986364978,0.13528153826159417
48,58,-94.92091004,29.22530557,5,20,1,59.20469266,POINT (-10566547.371286929 3404353.75831972),0.04098117914362335,0.03994203069262757,0.04084132105587468,0.06218626595519367,0.16529137425093238,0.08014877470484494,0.09964445090437901,0.1986313318000026
49,59,-94.92073333,29.22543231,5,20,1,37.00473042,POINT (-10566527.700019712 3404369.9248552597),0.03437891007418965,0.03344151165634153,0.03189435716186121,0.04747793913435007,0.1295657427741582,0.06517677399930921,0.07933171673571116,0.1586743801332552
50,60,-94.92125992,29.2252725,5,20,1,40.559385,POINT (-10566586.319750367 3404349.5400231034),0.03553648263739567,0.03468236678534894,0.03405356046936032,0.05040880169583297,0.13753968831224755,0.0683798993463951,0.0833428719315571,0.16745185318000855
51,61,-94.92091493,29.22547683,5,20,1,10.14314838,POINT (-10566547.915639238 3404375.603684075),0.027755130973541042,0.026934596852478145,0.023583700239153387,0.03408512179361845,0.0953347636393473,0.05068426252371605,0.060101649631917886,0.11970155706717334
52,62,-94.92062082,29.22566291,5,20,1,10.67172488,POINT (-10566515.175463801 3404399.3394804723),0.02787264816422525,0.027049895048616032,0.02372477159111459,0.034309580259300546,0.09592251029552078,0.05093614754400422,0.06043140476274034,0.12037771150784315
53,63,-94.92042976,29.22561682,5,20,1,45.20169206,POINT (-10566493.906761892 3404393.4603768406),0.03668784766475649,0.03571332148213722,0.03495256566853566,0.052477928996643414,0.1419225033307847,0.0703580789285525,0.08631708932980675,0.17256730082591998
54,64,-94.92029842,29.22586463,5,20,1,10.20169511,POINT (-10566479.28605997 3404425.0703162127),0.02776812379152776,0.0269473440594962,0.023599285327522073,0.03410991355919961,0.09539970522928412,0.05071210124268355,0.0601380860421763,0.1197762806087922
55,65,-94.92011581,29.22580393,5,20,1,36.94394313,POINT (-10566458.958007757 3404417.327589638),0.034362322090346786,0.03342519675287794,0.03187267381855074,0.047442606592835466,0.1294776253093908,0.06513977682526395,0.07928202488587854,0.15857500696120685
56,66,-94.91995156,29.22591497,5,20,1,20.37423561,POINT (-10566440.673781393 3404431.4915529047),0.029097963111694377,0.02823059332309857,0.02562835617586314,0.037569041285052084,0.09910261401354943,0.05398058632493885,0.0647390382820936,0.12453548174317552
57,67,-94.91998218,29.22604234,5,20,1,1.815495028,POINT (-10566444.082384203 3404447.738545889),0.025156155146775296,0.02436727689649964,0.020869354315802623,0.029966654845369176,0.08008455520797142,0.045500516747596476,0.05360372596558993,0.10250038957258545
58,68,-94.91978396,29.22601375,5,20,1,10.22393647,POINT (-10566422.016634736 3404444.0916765044),0.026873136271444924,0.0260492673091028,0.022907725564633153,0.03320637854471491,0.08824963893656156,0.0491652594053108,0.05839064402273919,0.11200006781107408
59,69,-94.91979177,29.2261668,5,20,1,9.493584797,POINT (-10566422.886039961 3404463.614366202),0.026719588421918097,0.0258987969366704,0.02272322159691229,0.03291205787795681,0.08751160971001996,0.048835654890140856,0.05795847211087812,0.11114396123720938
60,70,-94.91963753,29.22631184,5,20,1,8.640867883,POINT (-10566405.7161217 3404482.115346501),0.02740760977380723,0.02663609834130595,0.02355593310431594,0.03380652252768832,0.09146551208030225,0.050317931055742116,0.059542147010369195,0.11566532604699942
61,71,-94.92162559,29.22558522,5,20,1,33.50855892,POINT (-10566627.025948565 3404389.4295761404),0.03365783553500679,0.03282923593661034,0.031546183259286674,0.04636032211328859,0.127432547587708,0.06414224254639522,0.07766758409714447,0.15607827035355826
62,72,-94.92147094,29.22580421,5,20,1,62.55495279,POINT (-10566609.810389316 3404417.363305664),0.04206736629526353,0.04113302371780221,0.04316935950670339,0.06528876263468938,0.17344175519821217,0.08342070454286654,0.103736262130533,0.20744059508578905
63,73,-94.92185824,29.22580301,5,20,1,25.45198034,POINT (-10566652.9244281 3404417.2102369806),0.031628501487355694,0.03082880437253451,0.02889960273106038,0.04211324348801727,0.11666704057340425,0.05961405309045276,0.07164374691556685,0.1438991395753788
64,74,-94.92207996,29.22600268,5,20,1,40.39131311,POINT (-10566677.606185598 3404442.6796150766),0.0354905475989429,0.03463704192179937,0.0339916127754316,0.05030851260370918,0.13729111351811105,0.06827577942320318,0.08320301646543049,0.16717279738549318
65,75,-94.92202703,29.22629233,5,20,1,47.70676867,POINT (-10566671.714044949 3404479.6266927025),0.022940785958397974,0.022237227025025036,0.019735279144041083,0.02848485241938198,0.062249011474047315,0.042223322287766374,0.05008865531438289,0.08310199309884059
66,76,-94.92232193,29.22666654,5,20,1,27.42569309,POINT (-10566704.542162783 3404527.360201186),0.01104842999997139,0.010684206816542568,0.00666385276299627,0.009085195542508522,0.01940322818342405,0.01763865765218553,0.019672334250906198,0.029880126897146253
67,77,-94.92257854,29.22656652,5,20,1,33.63740173,POINT (-10566733.107857319 3404514.6018251143),0.011578204053115009,0.01120202776841746,0.00711938372258264,0.009776928722284625,0.02086401986973833,0.018615158098225226,0.02086943506366523,0.03183232830821414
68,78,-94.922679,29.22672986,5,20,1,5.66400184,POINT (-10566744.291013364 3404535.4371959595),0.00937474897317517,0.009050106319339597,0.005284753801892125,0.007023114914201512,0.015034780786806479,0.014609959534789496,0.016009661296874533,0.02394882074153748
69,79,-94.92212772,29.22678674,5,20,1,49.80779325,POINT (-10566682.922804479 3404542.692719212),0.013077915077534486,0.012669252405901284,0.008455370883655883,0.011831760726262044,0.025189766205970323,0.021422707338824898,0.024351113569116123,0.03753988310576262
70,80,-94.92143125,29.22721624,5,20,1,65.90385673,POINT (-10566605.392118726 3404597.479193138),0.013361136515374124,0.012971732271312044,0.014037967038786089,0.018408299905722635,0.03787897384622956,0.027211540360156605,0.03114124463908774,0.0503593502100963
71,81,-94.92094918,29.22750947,5,20,1,44.33990767,POINT (-10566551.728331797 3404634.8833711124),0.021737604372188572,0.021109457456018187,0.02096984679516091,0.029216650836365158,0.06594061179538499,0.04225161693397084,0.049709360644545786,0.08565809871208474
72,82,-94.92063833,29.22770331,5,20,1,30.80766637,POINT (-10566517.124668086 3404659.609501117),0.019635884213248744,0.019047625200709968,0.018174154838006468,0.024947205610898086,0.056617656529833374,0.037453173451182376,0.043519645789326766,0.07458684982922059
73,83,-94.92072633,29.22781376,5,20,1,12.17356364,POINT (-10566526.920783274 3404673.6984668444),0.017064515278389366,0.016528431569431828,0.014914857082572031,0.02004927607448503,0.045793838194893806,0.0317248575544008,0.036246324556303056,0.061565369443419726
74,84,-94.92048664,29.22779405,5,20,1,15.87122417,POINT (-10566500.238614526 3404671.1842646035),0.01754698027628104,0.017000803965982147,0.01551222053979361,0.020939764134088792,0.047772028059214114,0.032787008188221556,0.03758457527493342,0.0639606691411041
75,85,-94.92035451,29.22787584,5,20,1,13.9999816,POINT (-10566485.529970208 3404681.617377928),0.017301171987847957,0.01676011949088438,0.015207031761216027,0.020484387895421542,0.046761001188569525,0.03224510427713856,0.036901186597480984,0.06273740071202016
76,86,-94.9208551,29.22797326,5,20,1,7.231464498,POINT (-10566541.255394103 3404694.0442612814),0.01643998184678067,0.015917182479753086,0.01415170178386421,0.018916805965571847,0.04327141465404206,0.030359029910216995,0.03453288619283679,0.058499838130589676
