,OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SpanLength,geometry,Pf_PR_VS,Pf_PR_SM,Pf_FF_VS,Pf_FF_S,Pf_FF_M,Pf_WoodPole_VS,Pf_WoodPole_S,Pf_WoodPole_M
4889,4985,-95.03185055,29.14651593,3,60,1,70.3810495,POINT (-10578897.212368475 3394307.4792726096),0.03369054184534465,0.03426014367142059,0.003257247214389813,0.006463043539403366,0.027530128095770868,0.03683805063615753,0.04050176241060943,0.06084708562333774
4890,4986,-95.03186131,29.146905,3,60,1,155.5855538,POINT (-10578898.410166195 3394357.0697144144),0.061159243092835124,0.059051395876784867,0.009086560250984862,0.018885995072651728,0.07371515213567202,0.06969007619655232,0.07682214657787445,0.1284135653815759
4891,4987,-95.03120885,29.14692802,3,60,1,71.39569059,POINT (-10578825.778651234 3394360.0038246247),0.033933724842988955,0.034485607662896406,0.003297382271425544,0.006546533411156998,0.02786157025300444,0.03711921465171375,0.04080637989128422,0.06138635473528353
4892,4988,-95.0310985,29.14739722,3,60,1,143.4303997,POINT (-10578813.494545422 3394419.807812836),0.024102264246592797,0.023802867300286395,0.003019486693024348,0.005438425363342908,0.026080269357046142,0.02704897447345278,0.029111842546383104,0.04926235146667102
4893,4989,-95.03057406,29.14733624,3,60,1,70.84767243,POINT (-10578755.114151672 3394412.0353182806),0.03380216958651907,0.03436365510496644,0.003275644078514264,0.00650130747056465,0.02768207639471657,0.036967089788386254,0.040641553887881265,0.0610944741738656
4894,4990,-95.03032209,29.14789926,3,60,1,168.5830663,POINT (-10578727.064979576 3394483.7978728465),0.0643226534632281,0.06150984460837963,0.010104955291096797,0.02092928315835489,0.07943685946034557,0.0737776312168742,0.08115177081189928,0.13606055518714166
4895,4991,-95.02994214,29.14773816,3,60,1,69.98067148,POINT (-10578684.769139051 3394463.2640194227),0.031991592824091634,0.032501476541984375,0.0030381293890533196,0.0059606646478773,0.025061644244720904,0.03493252761478338,0.0382684107876341,0.056748580344181954
4896,4992,-95.02959148,29.14837186,3,60,1,166.1452386,POINT (-10578645.733846407 3394544.035793743),0.06324138236795651,0.06056284299605431,0.009810320671836213,0.020294899172660974,0.0772747717570901,0.07243128479903282,0.07962862537650073,0.13315763488366383
4897,4993,-95.02932287,29.14813907,3,60,1,70.77584349,POINT (-10578615.832317987 3394514.3641856783),0.03851948234807746,0.03917493184104095,0.00381638556283914,0.007746453360043049,0.03679151616078625,0.04218886271459532,0.04661791841869456,0.07452514286389977
4898,4994,-95.02867679,29.14856414,3,60,1,71.30599236,POINT (-10578543.911021376 3394568.544014035),0.038670588230520414,0.039315049558459686,0.00384202573383643,0.007800969031273763,0.03703088202720614,0.0423640405692326,0.04680932310566488,0.07489006062357273
4899,4995,-95.02883688,29.14886298,3,60,1,171.5997596,POINT (-10578561.732158655 3394606.6345801773),0.07996439938840481,0.0763495905636012,0.013569213795298905,0.029068877868268395,0.12084761298222974,0.0924485591523897,0.10319907150848406,0.18797053777404926
4900,4996,-95.02805741,29.14934802,3,60,1,171.4318709,POINT (-10578474.961955167 3394668.4586957158),0.07683346726509213,0.07319264716166697,0.01275426400231801,0.027053713228210634,0.10933337380442265,0.08860777694169775,0.09826622750315217,0.17452362191422788
4901,4997,-95.02804798,29.14895817,3,60,1,70.75481017,POINT (-10578473.912212368 3394618.767654546),0.04652721034409628,0.0474910909410786,0.0048693638954103325,0.010295881782304608,0.055269773197360615,0.051170016321302914,0.05729801006534119,0.10013604231323059
4902,4998,-95.02741162,29.14934825,3,60,1,70.37923245,POINT (-10578403.072941208 3394668.48801202),0.044671149946089436,0.045491151796736067,0.004559288555057887,0.009518407159784883,0.049566735504372086,0.049026769838456885,0.05457655565155206,0.09280303941221002
4903,4999,-95.02730422,29.14982138,3,60,1,169.2094543,POINT (-10578391.117227897 3394728.794337809),0.09248158561906274,0.08844362933906029,0.016299607197426347,0.03581484009623319,0.15902376702345253,0.10727377929790327,0.12109087499298443,0.23340275725578952
4904,5000,-95.02678958,29.1497495,3,60,1,69.69175926,POINT (-10578333.827765156 3394719.632316455),0.04444046182903811,0.04527691205793936,0.004518873631807573,0.009430146911332773,0.0491463270681336,0.048758514629701155,0.05428009103687437,0.09219804519743835
4905,5001,-95.02654469,29.15030803,3,60,1,170.8414098,POINT (-10578306.566735053 3394790.824246167),0.018022448618649822,0.01776609956752879,0.002588602688888012,0.0043636644813083506,0.02913865023472783,0.020564398348583257,0.022052238751182895,0.046387069640923095
4906,5002,-95.02616557,29.15014424,3,60,1,72.10246892,POINT (-10578264.363289706 3394769.947035328),0.03403938281472319,0.034435175575407914,0.003246593573263264,0.006397780208951952,0.026386772777543595,0.03717546434650232,0.040612647099571686,0.05991331519948839
4907,5003,-95.02577691,29.15078988,3,60,1,149.6902747,POINT (-10578221.097856414 3394852.242621256),0.05948543996735397,0.05733062020833009,0.00848058697503037,0.017459803003781138,0.06654440328190432,0.06746155549499333,0.07378944187718928,0.12005999157868963
4908,5004,-95.02550034,29.15055696,3,60,1,72.71146185,POINT (-10578190.310224844 3394822.5537445135),0.0341906614917726,0.03457474518103215,0.0032712082840898266,0.006448631062194117,0.026582493713374376,0.03735002500075202,0.040800416467484335,0.0602381559479902
4909,5005,-95.02541599,29.15100933,3,60,1,43.62802412,POINT (-10578180.920425797 3394880.214621716),0.031177629518767312,0.03220075591501011,0.0026421412235381856,0.005237654046806026,0.024809363339599336,0.033737395042101825,0.037269753542287676,0.056211239001304314
4910,5006,-95.0249968,29.15127415,3,60,1,150.6206437,POINT (-10578134.25640845 3394913.9697487233),0.035697158170865405,0.03479120436034764,0.004852157836679146,0.009217001768475964,0.0424042896397477,0.04037610776177858,0.0436875355367069,0.07572019769348359
4911,5007,-95.02486542,29.15095205,3,60,1,72.10301156,POINT (-10578119.63125375 3394872.9134713355),0.03858942784650322,0.039112991714168883,0.00380050752663696,0.007666908380441991,0.03536365140252456,0.04224327596216093,0.04648002437065346,0.07309346491240376
4912,5008,-95.0242498,29.15172984,3,60,1,170.9863465,POINT (-10578051.10074883 3394972.0542127783),0.07901523726578405,0.07504204537923154,0.01302590544975035,0.027626091783041415,0.10593401294641967,0.09101189770582074,0.1005950187290392,0.17302655331892192
4913,5009,-95.02421107,29.15135867,3,60,1,72.73118572,POINT (-10578046.78934495 3394924.7430595984),0.038588583759192004,0.038981538590805706,0.0037525739130671934,0.007544324168019936,0.032640799341742806,0.042196351159502266,0.046231773395128406,0.07034994935337358
4914,5010,-95.02346804,29.15221178,3,60,1,131.273118,POINT (-10577964.075623704 3395033.4849098884),0.016410516666628953,0.016503167654208693,0.001958487514516474,0.0033131444492251884,0.022284401791786815,0.018336864389147056,0.0197616347251256,0.03841980622715191
4915,5011,-95.02356494,29.1517673,3,60,1,72.8892793,POINT (-10577974.862482363 3394976.8290580604),0.038633955094611185,0.03902334424729076,0.003760123718754184,0.007560224039911064,0.032704673089861566,0.04224881036246486,0.04628854306190566,0.07045177162067151
4916,5012,-95.02290785,29.15219188,3,60,1,71.32693762,POINT (-10577901.715558156 3395030.9483418055),0.04732634423677847,0.04791944224695966,0.004819835307567008,0.009988119673433061,0.04886305890686871,0.05191807435941498,0.057428936796545926,0.09444101062453092
4917,5013,-95.0230762,29.1524683,3,60,1,86.68205649,POINT (-10577920.456194432 3395066.1824636627),0.05308271348193223,0.05320892068288988,0.005877551206904978,0.012290197859438403,0.05903232863638055,0.05864826832214576,0.06484517037924842,0.10910020282713095
4918,5014,-95.0226931,29.15270318,3,60,1,128.4042979,POINT (-10577877.80969751 3395096.121726881),0.07222479215146287,0.07048811155561062,0.01006329950931165,0.02152652156759955,0.097448557635512,0.08156127194535645,0.09049726926954904,0.1610677043895773
4919,5015,-95.0222896,29.15257148,3,60,1,70.35282124,POINT (-10577832.892282974 3395079.334418697),0.05098157218458275,0.05189993209626718,0.005399369037348008,0.011449409235645504,0.06144650993933099,0.05610567289960211,0.06275511777004039,0.11015737234219425
4920,5016,-95.02192819,29.15317911,3,60,1,171.0373623,POINT (-10577792.660305807 3395156.786929732),0.09732857005484313,0.09232076008824747,0.016999666218772802,0.03695664234581687,0.14672816122861868,0.11267368306913317,0.1258655371223889,0.22550286594588909
4921,5017,-95.02164978,29.15295274,3,60,1,71.25986514,POINT (-10577761.667846376 3395127.9322690642),0.046877331549510216,0.04733942565763545,0.0047115032818192395,0.009730901928156394,0.044857353370549836,0.05136797212989108,0.05660967227738223,0.09007325768310193
4922,5018,-95.02116394,29.15365296,3,60,1,172.6483311,POINT (-10577707.584384969 3395217.1872812016),0.09844769609971059,0.09329445905473101,0.017352781967911016,0.03774750176181436,0.1493711770953711,0.11409213666196016,0.12752032805900937,0.22873013298462097
4923,5019,-95.02101544,29.15337037,3,60,1,72.43770286,POINT (-10577691.053440586 3395181.1662804354),0.04729307651735708,0.047722221935049734,0.004783768509672943,0.00988709639511212,0.04551837950602536,0.051850605896860746,0.057137484121701054,0.09106836323216472
4924,5020,-95.02038462,29.15413836,3,60,1,137.0253539,POINT (-10577620.830879403 3395279.0601682044),0.07561796816466718,0.0729628020948202,0.010719991645364977,0.022923294607145487,0.08974306120887816,0.08552733582306737,0.09421354889418332,0.15615795808933164
4925,5021,-95.02035459,29.15377243,3,60,1,71.01723685,POINT (-10577617.487955095 3395232.415836296),0.04526479114772457,0.045959779631515305,0.004642446481810302,0.009598560396495539,0.0483344226612064,0.049697098259121275,0.05511719230740808,0.09207276287859611
4926,5022,-95.01993889,29.15442029,3,60,1,86.22908733,POINT (-10577571.212442774 3395314.9973091027),0.05201087329943046,0.051829910282875216,0.005573158185692365,0.011592960487305128,0.04846348876539933,0.05729416666084908,0.06282200866821042,0.09778154077356871
4927,5023,-95.01974541,29.15412266,3,60,1,70.84731596,POINT (-10577549.674347693 3395277.0589186233),0.04635989758781785,0.046666034703371904,0.004569094553857239,0.009418351055902047,0.0400300069395456,0.05071716938608928,0.05564486866205076,0.08482799994990053
4928,5024,-95.01961366,29.15461077,3,60,1,121.7342357,POINT (-10577535.008004783 3395339.2775288043),0.06762988231294934,0.06587965685097462,0.008807139980368767,0.018686145020860016,0.07477157973787998,0.07584139645293209,0.08333476504999282,0.13572531057351778
4929,5025,-95.01908771,29.15454584,3,60,1,71.77610497,POINT (-10577476.459518598 3395331.0009872834),0.04456912831212355,0.045056961485138776,0.004487902571732276,0.0092252874320442,0.042655194749881976,0.04885700897828393,0.05386658549666812,0.08579024276803426
4930,5026,-95.01885053,29.15509625,3,60,1,170.3502619,POINT (-10577450.056761771 3395401.1611903403),0.07363989049944193,0.06996241635326705,0.012102677685283617,0.02525950260696461,0.10153708365223957,0.08485132832523123,0.0934547031219668,0.16439572028373217
4931,5027,-95.01846202,29.15492708,3,60,1,71.28086504,POINT (-10577406.808026405 3395379.5972224264),0.035200432690676915,0.03564189254753642,0.003376281094529009,0.006662344425733666,0.03023784015903579,0.038457867229793274,0.04206677840913342,0.0648019988567543
4932,5028,-95.01809059,29.15554645,3,60,1,172.1343973,POINT (-10577365.46062794 3395458.548006126),0.09280286863181862,0.08792744864796738,0.016116766450607826,0.034849847165398753,0.1349849121763677,0.10742395292274098,0.119713037666341,0.21104348189069722
4933,5029,-95.01781307,29.15532559,3,60,1,70.66442686,POINT (-10577334.567242855 3395430.395037923),0.04404737518427564,0.04448857718109786,0.004372308065638332,0.008964751985512737,0.04006654076550635,0.048227094556125616,0.053054500105993774,0.08277261455537832
4934,5030,-95.01719845,29.15570928,3,60,1,73.58034412,POINT (-10577266.148057422 3395479.303943714),0.045510766571966156,0.04583190321311005,0.0045841660685379945,0.009411087567791033,0.04129850086941859,0.04988630372863179,0.05481166272636406,0.0852376151878349
4935,5031,-95.01731153,29.15604658,3,60,1,170.6017846,POINT (-10577278.736065442 3395522.2996741934),0.09271700484831334,0.08784736692699587,0.01594908835790198,0.03444465255957462,0.1318985262375465,0.10718734150360953,0.11926614745449671,0.2081589549330226
4936,5032,-95.01649744,29.15615503,3,60,1,49.28060472,POINT (-10577188.111981181 3395536.1238576774),0.03790036155991894,0.038787746361479136,0.0033491396553783,0.006774570707683078,0.030458753716917725,0.04112256761144373,0.04529954673884473,0.06806507366473835
4937,5033,-95.01656539,29.15650804,3,60,1,167.7457483,POINT (-10577195.67614058 3395581.1223452324),0.09084645653431148,0.0862202463242242,0.015378058124151156,0.03317256511172204,0.12770768804081195,0.10482747256950475,0.11653266470080725,0.20291694604466015
4938,5034,-95.01631733,29.15627263,3,60,1,32.69019041,POINT (-10577168.062227696 3395551.1144133885),0.03267856202730286,0.033989723255243035,0.0027005094694263834,0.0054184915973949956,0.027060929358483365,0.035290822730527305,0.03922404182278183,0.06013085911380189
4939,5035,-95.01591295,29.15652894,3,60,1,57.98473344,POINT (-10577123.046852008 3395583.786491013),0.03957850468209234,0.0404743332446259,0.003744935842925982,0.0076330582808032035,0.037196138113292226,0.04317522156422493,0.04779844858089621,0.07616498246850767
4940,5036,-95.0158118,29.1569804,3,60,1,108.6450012,POINT (-10577111.786885515 3395641.3347216314),0.0432090514495612,0.04284000953424728,0.005103166808070238,0.010187502490184252,0.0469581423585474,0.04809171526046585,0.0525910793206219,0.08778646462644402
4941,5037,-95.01559405,29.15711367,4,40,1,86.74556827,POINT (-10577087.547066394 3395658.322881219),0.037506489967061206,0.03713329908395861,0.01057706316148765,0.020938102282775074,0.07889024164591178,0.04768684461520156,0.05729390055241679,0.11309408579202695
4942,5038,-95.01528052,29.15691906,4,40,1,53.27216221,POINT (-10577052.645066446 3395633.5156121394),0.04293338876088096,0.043989508631961424,0.011290819486099668,0.02332865596756873,0.10275862236781982,0.05373945510455491,0.06629194848647268,0.1422278296941235
4943,5039,-95.01496042,29.1571276,3,60,1,35.4371331,POINT (-10577017.011697441 3395660.0985639133),0.0372285548979965,0.03884815988310561,0.003280326768592486,0.0067777374044609776,0.03786324717979654,0.040386759841401054,0.04536259466123238,0.07524048958276786
4944,5040,-95.01503625,29.15746191,3,60,1,148.7913141,POINT (-10577025.453054428 3395702.713746108),0.07771529992935261,0.0747752961262171,0.011963661767401747,0.025622139949788993,0.1051152658278543,0.08874920213424742,0.0984815329738733,0.1720305368244075
4945,5041,-95.01464689,29.15731959,3,60,1,35.19650469,POINT (-10576982.109697493 3395684.571906501),0.03716086073464815,0.03878380207572843,0.003270141209118329,0.00675568782892329,0.037749548801760506,0.04030948068171181,0.045277478645009306,0.07506927984831335
4946,5042,-95.01433107,29.15751806,3,60,1,54.12993654,POINT (-10576946.95277591 3395709.871315517),0.03926696284807506,0.040358262233749456,0.0037120537644433934,0.00760922614482741,0.038901208060900624,0.04283325553525996,0.047660393234428056,0.07768948513851859
4947,5043,-95.01426379,29.15794204,3,60,1,171.3930693,POINT (-10576939.463200571 3395763.917145825),0.09309385953599318,0.08879635698813604,0.0167500298619228,0.0365264634659465,0.15651306739524923,0.10828456447072632,0.1220794035646462,0.23141163417764854
4948,5044,-95.013679,29.15792372,3,60,1,60.30825904,POINT (-10576874.36467555 3395761.5818432947),0.041138828417611614,0.042108368352400706,0.004020315836587429,0.008272205369351693,0.042014125072691526,0.04499375317081311,0.050032244650973,0.08235334717052756
4949,5045,-95.01350391,29.15841584,3,60,1,163.2325132,POINT (-10576854.873745907 3395824.313924752),0.08381625852485161,0.07983125568171308,0.013793983671047826,0.029512966231951463,0.11547272363763599,0.09645408209443929,0.1069881647604759,0.18608564679436912
4950,5046,-95.01325264,29.15817762,3,60,1,54.04924504,POINT (-10576826.902497455 3395793.9472358986),0.058022324565872446,0.06003523509395302,0.006188328562398844,0.013695084327817105,0.08621562455578206,0.06385159191990342,0.07290813181451805,0.14107488436075666
4951,5047,-95.01271251,29.15851643,3,60,1,40.02736968,POINT (-10576766.775500894 3395837.1364848684),0.03955103099962901,0.04113636464922527,0.0036031916526026555,0.007486620400537914,0.04173771644722582,0.04301171270748194,0.048315012702976445,0.08115714317305212
4952,5048,-95.01287116,29.15880504,3,60,1,46.12491477,POINT (-10576784.436338108 3395873.926683572),0.04140992363995218,0.04289423135232413,0.0038982610398027866,0.008129860234465392,0.045020523734677735,0.04514675798776824,0.0506753674810303,0.08598363432632383
4953,5049,-95.01273758,29.15887981,3,60,1,128.0129563,POINT (-10576769.566280529 3395883.4579126495),0.07592012145781506,0.0745664874721803,0.011181122598800575,0.024402028844827617,0.12007918666348083,0.08625237187087986,0.09714894273885433,0.1856917909676491
4954,5050,-95.01253689,29.15861798,3,60,1,36.1311697,POINT (-10576747.225571921 3395850.081432291),0.03840541374671524,0.04004945102265676,0.0034264126202568084,0.007102321859301273,0.03976128362577225,0.04170023357262409,0.04686732879050681,0.07821831706726068
4955,5051,-95.01206642,29.15891281,4,35,1,30.3621211,POINT (-10576694.853091087 3395887.6645560176),0.04127344962039836,0.04377347022725122,0.015055548236443008,0.02993315884932563,0.14205073446011085,0.055707603445197096,0.0723963508388783,0.17960615109171318
4956,5052,-95.01199449,29.15902004,4,35,1,14.02289304,POINT (-10576686.845880115 3395901.333606814),0.03570688285649859,0.03862273233784738,0.01218713455019435,0.02396037415245789,0.11821415477363535,0.047458852820952746,0.061657691372700274,0.15227113345311583
4957,5053,-95.01215229,29.15918997,4,35,1,43.69980045,POINT (-10576704.41209576 3395922.995314698),0.046424174519746064,0.048457746704047594,0.01788181408295877,0.0358567598785798,0.16437249474883808,0.06347584014498786,0.08257696879480336,0.20486512073723406
4958,5054,-95.01195593,29.15931094,4,35,1,12.28611243,POINT (-10576682.55340055 3395938.4159026723),0.021277994209154015,0.02295768684744179,0.006606062894009587,0.011836705976903332,0.04444441212576718,0.027743493335159464,0.03452264943522221,0.06638175807750701
4959,5055,-95.01193347,29.15938475,3,60,1,121.1399321,POINT (-10576680.053164788 3395947.824803042),0.053460764415977774,0.052465984493535824,0.00690713432509887,0.014194318664073514,0.05894784458156247,0.05999863806013295,0.06591558425468369,0.1083210723753546
4960,5056,-95.01181615,29.15912465,4,35,1,30.91176846,POINT (-10576666.993162127 3395914.668689148),0.041474470685931124,0.0439576752634215,0.01516281094656524,0.03015736694024765,0.142918355820217,0.05600841207437679,0.07278939446090993,0.18059367240931123
4961,5057,-95.01144149,29.15930082,3,60,1,57.06741286,POINT (-10576625.286201706 3395937.125860226),0.033405947661399586,0.03416075229467173,0.0030822745964659668,0.006101558777172042,0.027053966196208062,0.03638525595401787,0.04005387723384535,0.060290534653062666
4962,5058,-95.01126416,29.15980355,3,60,1,156.9895854,POINT (-10576605.545916403 3396001.211294389),0.06920017818899331,0.0664273504717627,0.010828869753585879,0.02267304863791846,0.08981186853913782,0.07927968822604559,0.08759428856154683,0.1502732545429274
4963,5059,-95.01079545,29.15969452,3,60,1,68.64840168,POINT (-10576553.369357875 3395987.312684239),0.0363944852948541,0.036937013790054374,0.0035669812200139306,0.007110775506188366,0.031198174743844703,0.03983164806930928,0.04378513848331267,0.06698282112316123
4964,5060,-95.01052985,29.1602482,3,60,1,174.2368474,POINT (-10576523.802901117 3396057.8932504053),0.023732906778635033,0.023198295728182706,0.0036658631862752917,0.006397050027825754,0.04057837896154993,0.027311768375647194,0.02944694509767498,0.06283532545441228
4965,5061,-95.01021397,29.16006046,3,60,1,71.83969242,POINT (-10576488.639300367 3396033.9609806775),0.043365503680269875,0.04405868918101881,0.0045125321843918565,0.009297476674726633,0.045727755542422754,0.04768234763361223,0.05294653122076587,0.08777173975505237
4966,5062,-95.00970632,29.16075773,3,60,1,150.7996622,POINT (-10576432.127960866 3396122.8461149824),0.08086698673289328,0.07753592810276183,0.012555190302921007,0.02694916656865761,0.10351688397366371,0.09240687662815894,0.10239556602992272,0.1730265344032217
4967,5063,-95.00951081,29.16047895,3,60,1,75.41715249,POINT (-10576410.36388722 3396087.308305762),0.04662815985950796,0.046880942186284434,0.004800779569878937,0.009897146754664967,0.04190191872295372,0.05120508791215228,0.056314101376134906,0.08681845948009292
4968,5064,-95.00949538,29.16089068,4,25,1,51.81575991,POINT (-10576408.646227479 3396139.7941069766),0.03290028235666375,0.034050822626762386,0.024983172499729714,0.04168066800633076,0.12858873628795264,0.05706150142698707,0.07431222959984463,0.15826100666357446
4969,5065,-95.0095829,29.16101368,4,25,1,30.11278618,POINT (-10576418.388909312 3396155.473727987),0.027149209709308144,0.028835520350832068,0.018966483189042396,0.031195348317733896,0.10056238484854135,0.04560076786880307,0.05913133456729858,0.126498136504545
4970,5066,-95.00886781,29.16127201,3,60,1,157.3024355,POINT (-10576338.78545464 3396188.404817556),0.0892350970605413,0.08514706926918286,0.014506416779861692,0.03145727023842628,0.11939972876934127,0.10244703233105135,0.11392584513959847,0.19438026106227946
4971,5067,-95.00886532,29.16087691,3,60,1,71.75318992,POINT (-10576338.508269109 3396138.0387554513),0.04194105714121369,0.04254912117505188,0.004298025268406849,0.008787930134647126,0.04209151437567073,0.04605881868624384,0.05096313260552199,0.08284967860511072
4972,5068,-95.00822777,29.16127472,4,30,1,72.10464551,POINT (-10576267.536527753 3396188.750280205),0.0410903365240501,0.04160609510752537,0.02400061223552261,0.04308161835338585,0.14838187034864483,0.0641047555260319,0.08289525555031407,0.18381437524621191
4973,5069,-95.00829078,29.16162942,4,30,1,43.0463481,POINT (-10576274.550768867 3396233.966448077),0.03419857324722305,0.035494514945861304,0.017393388981814452,0.030772195986160312,0.1028996332146199,0.050997133141925444,0.06517446676167393,0.1347417755914213
4974,5070,-95.00809807,29.16174601,3,60,1,139.11779,POINT (-10576253.098389799 3396248.8290505875),0.07403453038125535,0.07182846828751618,0.011089654321616682,0.02361271861761314,0.10371852661721617,0.08430316735308063,0.09374512149472214,0.16809705200477976
4975,5071,-95.00757604,29.16168393,3,60,1,53.44743438,POINT (-10576194.98627602 3396240.915244868),0.039255728876227,0.04025128119122917,0.0036892614504805635,0.007486304140025346,0.036736570238287955,0.04280016567945388,0.04743625199823143,0.07550915741085451
4976,5072,-95.00727203,29.1618586,3,60,1,31.63179424,POINT (-10576161.144037621 3396263.181759087),0.03329274030398179,0.034638914453683084,0.00278479682450632,0.0055751134806274714,0.027944116198800696,0.03598482361101041,0.040020912055385494,0.06161507680198963
4977,5073,-95.00733543,29.1622089,3,60,1,172.2691899,POINT (-10576168.20169334 3396307.837280189),0.0975854041828174,0.09228704699366116,0.01721294725810665,0.037435131185112824,0.13760382137659344,0.11311861902556408,0.12626740046787965,0.21719181804036558
4978,5074,-95.00701036,29.16202103,3,60,1,27.50035899,POINT (-10576132.015066467 3396283.8879813454),0.03217361793433215,0.03372301350062013,0.0026942823161876512,0.005458959307901109,0.029077911820605304,0.034781215440671476,0.03899788025008155,0.061820330508329246
4979,5075,-95.00678025,29.16215534,3,60,1,39.73811874,POINT (-10576106.399338441 3396301.0095520527),0.031770683773345784,0.032844618371837206,0.002711065058785149,0.005393161709249236,0.024801669560840647,0.034395616441459276,0.0380606437429285,0.0568316865609676
4980,5076,-95.00655779,29.16268251,3,60,1,173.1970099,POINT (-10576081.635204518 3396368.212347854),0.08500372540343634,0.08069884476894292,0.014921138889925087,0.03195291858952803,0.12444780423762464,0.09865651190045577,0.11007319974129992,0.19510385497055982
4981,5077,-95.00629971,29.16244453,3,60,1,62.53210259,POINT (-10576052.905870333 3396337.874992035),0.0377176552992395,0.038406271629902344,0.003632060688546218,0.0073277810517538315,0.03299543251781719,0.041212723174709254,0.045452619932138005,0.07013447260389416
4982,5078,-95.00578686,29.16315156,3,60,1,173.2803408,POINT (-10575995.81566948 3396428.006388278),0.0826917336088133,0.07855108276523705,0.014383251442353539,0.030645232205074213,0.11594759105798567,0.09588560905446719,0.10678909879901055,0.18539086500159707
4983,5079,-95.00566203,29.16283511,3,60,1,73.37616267,POINT (-10575981.919657445 3396387.6656183107),0.04237162984404736,0.043019372316674374,0.004448641075349543,0.009144964394786114,0.044583998400393926,0.04663177474644331,0.05177092608333844,0.08568539509051576
4984,5080,-95.00500849,29.16362946,3,60,1,171.7166946,POINT (-10575909.167917432 3396488.928899085),0.08305883350282833,0.07914489727549433,0.014652346485165139,0.031338433292882356,0.12779066927493593,0.0964941731808564,0.10800305348463657,0.19682158715789888
4985,5081,-95.00498762,29.16325127,3,60,1,72.39800965,POINT (-10575906.84467966 3396440.717357863),0.04018745198671679,0.04076858669119448,0.004143234360235843,0.008405870434004155,0.039293981952776134,0.044164180315031,0.048831761667694984,0.0784606085342866
4986,5082,-95.00436742,29.16362986,3,60,1,70.92189613,POINT (-10575837.804331468 3396488.979891052),0.03974738477895423,0.040361256696412065,0.004065853609080541,0.008241567845050207,0.03858431913128386,0.043651631340179686,0.048270184506087443,0.07738826421878198
4987,5083,-95.00425152,29.16408521,3,60,1,171.4460348,POINT (-10575824.902402487 3396547.028000452),0.08164168238346728,0.07757893442746211,0.013957834039092573,0.029611667833434198,0.11170736645988873,0.09445997536917905,0.10489336062375854,0.1806201624296947
4988,5084,-95.00371935,29.16401805,3,60,1,53.91121579,POINT (-10575765.66150907 3396538.4664139864),0.03692068589088743,0.03785101652835235,0.0034590357188232865,0.006971214665463833,0.032883305489189864,0.040252011638450824,0.04455836363229093,0.06948965547796393
4989,5085,-95.00340334,29.16421015,3,60,1,35.48796245,POINT (-10575730.483436788 3396562.9554217434),0.03215086722685754,0.0333669195437975,0.0027325503779547034,0.005444828935629239,0.02612854228596347,0.03479556374041992,0.03863007131040197,0.05862363286150862
4990,5086,-95.00347553,29.16455456,3,60,1,173.5837007,POINT (-10575738.519590827 3396606.861102108),0.08861203985115604,0.08422775268138585,0.015872472465798346,0.03410049262449172,0.13675172388515403,0.1030780201542787,0.11545603744678834,0.20946118618838794
4991,5087,-95.00308474,29.16440359,3,60,1,54.01192469,POINT (-10575695.01704702 3396587.6152996942),0.03805077301911975,0.03914314466336177,0.003673931737820697,0.007483030157387183,0.037370431561478575,0.041584908814296884,0.04633326548877803,0.07505078001609711
4992,5088,-95.00269951,29.16503527,3,60,1,173.0791774,POINT (-10575652.13343958 3396668.1426689057),0.09131559698793153,0.08667430508272822,0.016210024262816,0.034856884099810734,0.13213289764026626,0.10604539320799966,0.11850999297583864,0.20735467564145715
4993,5089,-95.00243744,29.16478891,3,60,1,71.65049378,POINT (-10575622.959940627 3396636.736324068),0.04412269521532676,0.04457968737173081,0.004541720295348804,0.009273699974844776,0.04036492879818705,0.04846402257033067,0.05343996870091772,0.08314516026331253
4994,5090,-95.001928,29.16549466,3,60,1,174.620467,POINT (-10575566.24933924 3396726.7066011406),0.0928267231601057,0.08860563399410691,0.017429227831642725,0.038030981369739744,0.16241999962999715,0.108638052884926,0.1232668561481628,0.23663430658356555
4995,5091,-95.0018034,29.16516892,3,60,1,71.93775036,POINT (-10575552.378930686 3396685.1806042674),0.04401006793627595,0.04480249206972921,0.0047238800339647925,0.009787380083870624,0.04921901696550026,0.04852604968902319,0.05415137313500873,0.09181637441795276
4996,5092,-95.00115107,29.16557964,3,60,1,76.68135509,POINT (-10575479.761887256 3396737.5400458295),0.045588899408946046,0.04626576529180631,0.00501903699254341,0.010427918615158334,0.05215391276772436,0.05037912402890654,0.05621122827183367,0.09600673737236975
4997,5093,-95.00113811,29.16596518,3,60,1,173.2279922,POINT (-10575478.319186656 3396786.689679118),0.09191861434056257,0.08781067581650515,0.017125681038748106,0.037349175838083074,0.15999829273952368,0.10747012650859056,0.1218801952830566,0.23375941034108427
4998,5094,-95.00043219,29.16600862,3,60,1,72.1042102,POINT (-10575399.736531714 3396792.2275338946),0.04406457765439604,0.04485308543904733,0.0047339389297142275,0.009809183546246967,0.04931930285656392,0.04858991756453068,0.05422229683760715,0.0919602653907915
4999,5095,-95.0003791,29.16642824,3,60,1,128.8300898,POINT (-10575393.826579949 3396845.722005863),0.06687057032119847,0.0656315263664796,0.00975727917107342,0.02086158198256588,0.09715243563919528,0.07597537466931903,0.08512393088111025,0.1564076993644533
