,bldg_guid,geometry_x,poles_guid,geometry_y,substations_guid,geometry
3648,8b502c4f-83f2-44f3-9478-aa489caba027,POINT (-94.78249 29.29894),2e24b7e6-4e8f-407d-912c-c972a15b1526,POINT (-94.78250176 29.2991195),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3649,6ab7e896-b36a-4e24-8923-89e2ac6f1941,POINT (-94.78236 29.29897),b4498c9e-15fb-45be-9536-e7b58c5e5ddb,POINT (-94.78231791 29.29917028),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3650,78b27034-fd24-4029-9e32-9f6ef54d5162,POINT (-94.78226 29.299),3da95a6d-8c40-414d-ac77-6a48f4b2b210,POINT (-94.78228746 29.29922949),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3651,e397d485-4a7a-47aa-bfd6-70915b8049b2,POINT (-94.78215 29.29903),6792cf2c-0237-4c5d-8cfd-c893c027d48b,POINT (-94.78217625 29.29921586),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3652,47929f05-7420-4553-91aa-cf6f0f9fd9ac,POINT (-94.78191 29.29897),3b959549-198e-416b-bbea-3dc79e0de6eb,POINT (-94.78187583 29.29941811),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3653,3f7cafab-bdc3-433e-892c-b56eb9ca959d,POINT (-94.78194 29.29908),01a22d50-41ac-4d82-9155-cd44d9640c8a,POINT (-94.78193417 29.29959216),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3654,8fc87446-3b66-4c09-952d-e9ae074fbf0e,POINT (-94.78198 29.29918),01a22d50-41ac-4d82-9155-cd44d9640c8a,POINT (-94.78193417 29.29959216),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3655,518057a2-948b-4887-86a7-a066b5676724,POINT (-94.78198 29.29943),01a22d50-41ac-4d82-9155-cd44d9640c8a,POINT (-94.78193417 29.29959216),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3656,0f130be8-afec-443d-af70-e8d9f3c8dd7e,POINT (-94.78196 29.29935),01a22d50-41ac-4d82-9155-cd44d9640c8a,POINT (-94.78193417 29.29959216),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3657,342c0a9d-41b3-491c-99bf-6f35150e4bcb,POINT (-94.78204 29.29959),a881cdb9-f67e-40c4-966d-f5b85423e9c8,POINT (-94.78204056 29.29990906),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3658,8cae354d-f3e1-480a-a62a-74f624191373,POINT (-94.78223 29.29952),6792cf2c-0237-4c5d-8cfd-c893c027d48b,POINT (-94.78217625 29.29921586),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3659,2a1d485e-9479-4718-91bb-ab8d064db68d,POINT (-94.78226 29.2994),3da95a6d-8c40-414d-ac77-6a48f4b2b210,POINT (-94.78228746 29.29922949),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3660,264422e2-9ae7-4aff-b973-dac9b564c463,POINT (-94.78243 29.29946),c816f2e2-d296-4fae-8fcf-d2dd2c4fdce7,POINT (-94.78248654 29.29917333),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3661,72dc6394-5215-448d-838d-4d854cd57456,POINT (-94.78256 29.29932),bf24783f-3f24-4f4c-a391-401d5a81d215,POINT (-94.78261092 29.29909618),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3662,a2129088-705b-49fe-b737-5adfbce5deab,POINT (-94.78264 29.2993),bf24783f-3f24-4f4c-a391-401d5a81d215,POINT (-94.78261092 29.29909618),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3663,ecf193a4-a953-4764-ae87-b64bdcff85a6,POINT (-94.78273 29.29933),f79980e9-b754-4a0c-837d-e686caa7d2a5,POINT (-94.7827379 29.29879813),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3664,274e13c9-f516-4072-8c2a-c902cef1399e,POINT (-94.78281 29.29931),3983d676-6f35-4e86-a537-f31ee378408f,POINT (-94.78284593 29.29908052),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3665,86ea10cb-ae29-4033-b896-84f2ddd88b59,POINT (-94.82946 29.27683),b787122a-7722-4b0d-b7eb-8f20a0d5faaf,POINT (-94.82947191 29.27716427),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3666,e5510315-de93-4428-93e2-f0a0d7eb9715,POINT (-94.82976 29.27681),1c8f9b91-36d9-4e17-92bf-9a0448de2dc9,POINT (-94.82980205 29.27623419),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3667,d6539d10-65bd-417c-ba9b-ab8b6f8bbe5d,POINT (-94.82988 29.27677),90b4608c-754e-44d9-860c-39195197be91,POINT (-94.82986912 29.27717096),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3668,ee15f262-c9f0-4fa1-a94b-c131a15e65c6,POINT (-94.82999 29.27672),4b6c112f-0130-4424-9a03-0df033135a7d,POINT (-94.82997299 29.27712207),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3669,d3d96280-149f-4a01-b7b4-e7d6f0119a7b,POINT (-94.83051 29.27707),c3420143-edeb-4271-b0e7-5802b82447f0,POINT (-94.83043825 29.27577649),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3670,e801e1ae-b98f-4eec-bbba-36d0dd859e14,POINT (-94.83036 29.27714),563fd2a7-5429-49c8-a305-ccf22a2d4d80,POINT (-94.8303489 29.27694673),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3671,e82fd419-e88a-4668-80b6-6c073ee16176,POINT (-94.83022 29.2772),eed15519-b026-4225-aa54-35f6b9bdc23a,POINT (-94.83021117 29.27700915),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3672,1812037c-e2e7-47d7-a3f4-322c4602dc76,POINT (-94.8301 29.27725),da4a56d6-6fca-4754-a61b-592805ab0553,POINT (-94.83007162 29.27614069),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3673,83b9cb41-71a9-4a3b-b6dc-6cfb24e924cf,POINT (-94.82999 29.27729),4b6c112f-0130-4424-9a03-0df033135a7d,POINT (-94.82997299 29.27712207),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3674,82bfd447-89ee-4d13-b6b8-947b58487f58,POINT (-94.82987 29.27735),90b4608c-754e-44d9-860c-39195197be91,POINT (-94.82986912 29.27717096),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3675,0f8692fa-af55-4fea-8c6d-8d05d727acb5,POINT (-94.82973 29.2774),fcd79252-e3e0-4c7b-82b3-bee77e06811a,POINT (-94.82970413 29.27761518),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3676,45093864-e4d7-481f-81f5-ecae8e680fa9,POINT (-94.82991 29.27775),48cff4ef-9c5c-424e-ab56-fa34174a41ec,POINT (-94.82988416 29.27821616),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3677,685da127-eb0a-4bac-89cd-22abe6502110,POINT (-94.83009 29.27767),9f7a8930-1a25-404c-b2b5-9e1d7f7273db,POINT (-94.83008422 29.27858089),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3678,a83b6d10-ebd6-4dd8-abaa-346e6a7c4607,POINT (-94.83044 29.27753),563fd2a7-5429-49c8-a305-ccf22a2d4d80,POINT (-94.8303489 29.27694673),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3679,7f6a0199-6324-4405-9db5-48ea61abacd6,POINT (-94.83066 29.27745),5d27136a-ed87-409e-a15a-4c2d0d7a6fbb,POINT (-94.83064249 29.2768313),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3680,c9762c5f-abe9-4a5f-aca4-6f0bc01b121d,POINT (-94.84087 29.27625),59ce81a8-c9ad-4ecb-a471-ecc7450f3a78,POINT (-94.84086259 29.27548145),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3681,9bcc1760-18dc-477b-a7b9-92cb0f5978e9,POINT (-94.84072 29.2763),d0cd1d1d-bca8-4af9-a059-75c9edab73bb,POINT (-94.84079 29.27536957),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3682,52b03f98-5627-4a4f-855f-72cb98366dfe,POINT (-94.84058 29.27636),830bbbcf-cf4b-4b57-ae3b-076e90272994,POINT (-94.8405118 29.27580046),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3683,8e3657a7-18d7-4c1f-8e3d-c7a3808f6048,POINT (-94.84045 29.27646),830bbbcf-cf4b-4b57-ae3b-076e90272994,POINT (-94.8405118 29.27580046),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3684,b2b0b112-ef78-4da3-8315-725ebb8ebf7e,POINT (-94.84025 29.2765),72bf7e85-e95b-4c3e-bd1d-b84f1cfe0429,POINT (-94.84021766 29.27592439),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3685,a3188d83-160e-4e4b-9e51-20a1c7c0f2f1,POINT (-94.8401 29.27633),72bf7e85-e95b-4c3e-bd1d-b84f1cfe0429,POINT (-94.84021766 29.27592439),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3686,951c7e5c-4c03-4475-a1ef-c80d985733f4,POINT (-94.84004 29.27612),7af63473-9a23-4a91-9d6f-069732ca126d,POINT (-94.83988858 29.27607385),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3687,9d79ae54-85ca-456a-927d-07f8551bb879,POINT (-94.84021 29.27602),72bf7e85-e95b-4c3e-bd1d-b84f1cfe0429,POINT (-94.84021766 29.27592439),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3688,8cedf6ab-1632-4833-b56e-d9c1cc0e338e,POINT (-94.84039 29.27598),4df66048-c1a8-4cbe-8f00-872c77f8fdbf,POINT (-94.8404144 29.27460813),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3689,86b27553-18a0-4f0e-9f6b-0138694348b4,POINT (-94.84052 29.27593),830bbbcf-cf4b-4b57-ae3b-076e90272994,POINT (-94.8405118 29.27580046),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3690,aaa071b3-d2c2-4718-b74c-92a9b8b5520e,POINT (-94.84067 29.27587),37877fe7-8a5a-4fa5-abef-e8325a0aef57,POINT (-94.84067203 29.27509248),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3691,934c3d84-1f6b-4419-b93e-ac4522b9d6cd,POINT (-94.84081 29.27581),d0cd1d1d-bca8-4af9-a059-75c9edab73bb,POINT (-94.84079 29.27536957),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3692,baaa672d-4799-4c9e-af47-d191142584b3,POINT (-94.79536 29.29074),ebc1cba3-bb7e-4cfc-ae5d-07947c49be78,POINT (-94.79531834 29.29103039),fcee466c-0554-4f76-a6a4-a6431d563dee,POINT (-94.79729463 29.30298393)
3693,0f96f2fb-f371-4eac-93fc-e1ba205c6d34,POINT (-94.79541 29.2909),b269c2f6-7c69-4f4b-9e1c-45fba5b7a54c,POINT (-94.79545308 29.29005068),fcee466c-0554-4f76-a6a4-a6431d563dee,POINT (-94.79729463 29.30298393)
3694,35c47cbb-8a40-4097-b89f-7490fa670339,POINT (-94.79943 29.28816),f53f1797-85d6-4366-b27f-d33b41353404,POINT (-94.79943467 29.28849459),fcee466c-0554-4f76-a6a4-a6431d563dee,POINT (-94.79729463 29.30298393)
3695,89f3841f-a39d-4e22-8749-b4b02684ce50,POINT (-94.79948 29.28832),f53f1797-85d6-4366-b27f-d33b41353404,POINT (-94.79943467 29.28849459),fcee466c-0554-4f76-a6a4-a6431d563dee,POINT (-94.79729463 29.30298393)
3696,e08c7a68-6bf6-49d0-b63b-009a9b323ed7,POINT (-94.87162 29.28121),6a006c27-fb2d-49a9-9d24-ad37d182691a,POINT (-94.8714974 29.28182361),03981b49-9f97-4cc9-85d7-6f5dde50695b,POINT (-94.86117689 29.25516071)
3697,de8f49e8-7163-4406-a0d0-6816f96273ec,POINT (-94.87427 29.28488),aafba977-d7af-430c-857a-ba9cff90341e,POINT (-94.87422321 29.28299351),03981b49-9f97-4cc9-85d7-6f5dde50695b,POINT (-94.86117689 29.25516071)
3698,fa4e3807-721d-4dbf-9e96-280dd662ce08,POINT (-94.87467 29.28418),594a5b3c-46b7-40fe-a213-989e6ee63492,POINT (-94.87471201 29.28445257),03981b49-9f97-4cc9-85d7-6f5dde50695b,POINT (-94.86117689 29.25516071)
3699,720a560b-367d-4509-aa13-18c03ebff2bb,POINT (-94.87389 29.28272),dcb89f8c-0a5c-4a48-8c53-7e8a38d389bc,POINT (-94.87386883 29.28234218),03981b49-9f97-4cc9-85d7-6f5dde50695b,POINT (-94.86117689 29.25516071)
3700,d9268c8d-a40b-43fe-a2e4-a5bfe4f11a58,POINT (-94.87476 29.25664),9f5e1fa2-fb85-4a80-945c-782216f530ad,POINT (-94.87447019 29.25371446),03981b49-9f97-4cc9-85d7-6f5dde50695b,POINT (-94.86117689 29.25516071)
3701,c2fecb56-1fdd-4327-a70c-bbad76dadd80,POINT (-94.8223 29.28216),a72b67e9-3413-4c4f-8667-52d1ece7b828,POINT (-94.82229834 29.28305306),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3702,51572f3c-2d01-4c32-8c13-f3b76ef3b494,POINT (-94.82235 29.28232),a72b67e9-3413-4c4f-8667-52d1ece7b828,POINT (-94.82229834 29.28305306),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3703,3cfce412-09b1-4371-8494-d2f86def7000,POINT (-94.79462 29.30548),32f513d4-3771-4fae-b310-d1d2713617fc,POINT (-94.79456252 29.3056769),fcee466c-0554-4f76-a6a4-a6431d563dee,POINT (-94.79729463 29.30298393)
3704,3604a65e-2658-49d8-a9d3-b28d12fa72ad,POINT (-94.84161 29.27783),57c3d324-a648-4fa7-a010-02eee23b7427,POINT (-94.84157848 29.27810606),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3705,c5b128b4-ba2d-4577-af62-9ea322f23c3d,POINT (-94.84167 29.27795),57c3d324-a648-4fa7-a010-02eee23b7427,POINT (-94.84157848 29.27810606),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3706,f3c88bb1-9ac9-44dc-a5f7-708a0458ba00,POINT (-94.8418 29.27775),7060828e-d02f-4dad-aa6b-0fbb7529b764,POINT (-94.84176055 29.27718879),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3707,90e8f0df-5ca2-4163-80fe-65b3ca24f4ee,POINT (-94.84187 29.27787),a71ca03d-3482-48de-9478-1f0097ea8081,POINT (-94.8418655 29.27711892),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3708,7845c4e9-96ca-408f-8c27-d8199157072b,POINT (-94.77045 29.3104),3c20ea67-8523-4c5d-b481-3c46832497c2,POINT (-94.77054249 29.31011025),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3709,44b73935-f605-4b23-9229-f1a8b7d013a8,POINT (-94.7742 29.32058),63a6c82c-56fa-4ded-a202-1ee6336f6099,POINT (-94.77427997 29.3178437),92f02a57-7c92-4dbe-a449-2054f939676c,POINT (-94.77145592 29.3108481)
3710,97d88ab7-eda2-49f1-bda4-b21d05684d32,POINT (-94.98217 29.19236),34a18e21-68ff-40cc-a5b3-b5e1b13718fc,POINT (-94.9821871 29.19280318),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
3711,efbdf6ac-8367-4326-bd0b-f82157bf9bf6,POINT (-94.98229 29.19225),da1bb056-7f4b-4f28-a455-8cbbb477272d,POINT (-94.9822368 29.19163146),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
3712,a0e45bda-e4a0-4707-9a90-d55fd0d773ed,POINT (-94.8604 29.24938),4876881d-ea1b-435a-80e4-6977ac304d3a,POINT (-94.86034768 29.24961768),03981b49-9f97-4cc9-85d7-6f5dde50695b,POINT (-94.86117689 29.25516071)
3713,d2d1b94f-a7dd-466a-a748-6d0d2e327413,POINT (-94.81319 29.29531),7b3d092d-12d1-4732-a8b4-43f95bc36af0,POINT (-94.81318545 29.29514523),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3714,b0073218-b387-4a64-be67-d2bcf8602c34,POINT (-94.81347 29.29537),828c2745-57c6-4cf3-be93-6d4dbb552f27,POINT (-94.81347585 29.2955749),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3715,bf666b39-7fc3-4d9f-8b35-7c8cfd66ae7f,POINT (-94.81352 29.29522),b647023a-f596-4e69-a643-16f580847ce8,POINT (-94.81353167 29.29506225),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3716,f722693a-9b99-48e3-b7bd-0d977637c7f8,POINT (-94.81363 29.29519),1bf10409-e7f6-4758-bcd1-aa1e0cdfa619,POINT (-94.81369731 29.29496354),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3717,e09c566b-c76c-4765-812c-379cf04ec510,POINT (-94.81371 29.29508),1bf10409-e7f6-4758-bcd1-aa1e0cdfa619,POINT (-94.81369731 29.29496354),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3718,edf779a9-95d9-488f-b65c-c1720a9f896a,POINT (-94.81376 29.29524),f5a613eb-7631-467b-b509-b33f5569bb2d,POINT (-94.81375409 29.29499154),9c1bc010-5619-46a8-8a26-be15cdcbe07f,POINT (-94.82754687 29.29616639)
3719,d138950b-e499-4fd2-9e34-dc2a7bb63ae0,POINT (-94.80185 29.28434),fdf4b341-3b1e-4718-a273-f31c0a50246b,POINT (-94.80183695 29.28463957),fcee466c-0554-4f76-a6a4-a6431d563dee,POINT (-94.79729463 29.30298393)
3720,e57bfa38-c22a-4bbd-928a-909fe09cfc1c,POINT (-94.8019 29.28449),fdf4b341-3b1e-4718-a273-f31c0a50246b,POINT (-94.80183695 29.28463957),fcee466c-0554-4f76-a6a4-a6431d563dee,POINT (-94.79729463 29.30298393)
3721,2d974c0c-091d-40a6-80cd-a822504628ec,POINT (-94.79491 29.30685),356222c0-70da-492c-86c8-6b47fb9f1d19,POINT (-94.79487099 29.30558911),fcee466c-0554-4f76-a6a4-a6431d563dee,POINT (-94.79729463 29.30298393)
3722,d95076d6-3b19-43f3-8a8e-f32c4182238a,POINT (-94.84367 29.27318),d2ee436c-d7c9-4146-83ed-19f16a7303c6,POINT (-94.84370651 29.27423149),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3723,582ba4bc-2b4d-448b-92e1-9eeb12f97d86,POINT (-94.84375 29.27326),d2ee436c-d7c9-4146-83ed-19f16a7303c6,POINT (-94.84370651 29.27423149),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3724,0edf02fb-c8d2-4dc2-94e3-71946177e95e,POINT (-94.8438 29.27335),0f74a9a1-622e-4d0a-a754-e6cb1a860b05,POINT (-94.84384523 29.27446533),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3725,6fd89d33-016e-456b-86d2-130cb7502a4a,POINT (-94.84384 29.27343),0f74a9a1-622e-4d0a-a754-e6cb1a860b05,POINT (-94.84384523 29.27446533),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3726,f54b5fea-a2d8-4797-8217-aa172c67e351,POINT (-94.84389 29.27352),0f74a9a1-622e-4d0a-a754-e6cb1a860b05,POINT (-94.84384523 29.27446533),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3727,3ac9578b-856f-4a08-bf91-5641b63106dc,POINT (-94.84393 29.27361),0f74a9a1-622e-4d0a-a754-e6cb1a860b05,POINT (-94.84384523 29.27446533),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3728,65d1a9e6-81b4-46f7-80d3-6d761b76003d,POINT (-94.84308 29.27092),0bbcc286-f416-4555-a5bb-a699a41d52b1,POINT (-94.843077 29.27070312),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3729,80741732-01ca-4386-a272-b7c6ff400b74,POINT (-94.843 29.27139),0bbcc286-f416-4555-a5bb-a699a41d52b1,POINT (-94.843077 29.27070312),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3730,0bf84d77-1ba9-4720-8ec4-c53ada4b05be,POINT (-94.84323 29.2713),ed68ae76-790d-44c3-a9ab-842e433ea8ed,POINT (-94.8432199 29.27167862),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3731,469420b5-fd9f-41b7-9bda-f16faffd3720,POINT (-94.84386 29.27272),0289347f-fcc4-4b8e-88cd-6d64dea8a3e9,POINT (-94.84390499 29.27223173),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3732,55f1df90-1968-4f2f-9454-88365a4c3682,POINT (-94.84375 29.2725),25a3fdf5-565d-40d0-8a83-5a8a67e190b0,POINT (-94.84379648 29.27201574),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3733,269cdc1e-accb-4f88-9aee-310d90b64d61,POINT (-94.84423 29.27324),e995bd66-2dda-442f-a1de-529c57fc6904,POINT (-94.84428563 29.27296755),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3734,f52807dd-bcea-4ff2-b197-9cba0f053a8d,POINT (-94.84418 29.27314),09a52e43-79c4-4efa-8755-b583d355b064,POINT (-94.84415359 29.27271524),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3735,171be19b-4e29-4002-84e9-9562cd1f05eb,POINT (-94.84412 29.27304),09a52e43-79c4-4efa-8755-b583d355b064,POINT (-94.84415359 29.27271524),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3736,b4d45c1f-93e5-452f-9237-5cfb2d99cc0c,POINT (-94.84405 29.27295),b6f7a6a3-46bc-416a-8b12-99b092544a2b,POINT (-94.84405365 29.27216833),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3737,1805830a-b2b8-42c2-aab1-0b8581068d81,POINT (-94.84335 29.2729),57da4ac4-1a86-4822-ba4f-89c063388af2,POINT (-94.843373 29.27358154),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3738,a955f104-6bbe-4200-acba-58ca666511f5,POINT (-94.84328 29.27279),b7b5f86e-20a9-4a04-97f7-308931177696,POINT (-94.84324659 29.27332597),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3739,e3341300-a795-46c0-a703-53fc7d302678,POINT (-94.84322 29.27268),b7b5f86e-20a9-4a04-97f7-308931177696,POINT (-94.84324659 29.27332597),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3740,a52f8da8-5923-4b42-9c21-f2b246b65429,POINT (-94.84414 29.27143),1f33035c-731c-4fa5-82ff-68a1e015d4c8,POINT (-94.84413568 29.27233976),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3741,7c84a12b-422e-4629-a693-556cec3625b1,POINT (-94.84392 29.27179),55c1d536-c0f9-439a-b289-2731e72945d9,POINT (-94.84392028 29.2719246),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3742,1a592dce-2687-4748-a24d-d9a51c8c6ff1,POINT (-94.84422 29.27211),09a52e43-79c4-4efa-8755-b583d355b064,POINT (-94.84415359 29.27271524),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3743,4ed663e4-fd58-4486-8a75-fcc8a3c182fa,POINT (-94.84411 29.27215),1f33035c-731c-4fa5-82ff-68a1e015d4c8,POINT (-94.84413568 29.27233976),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3744,c10edabf-9a5d-44b4-a93b-f42f3b4951d2,POINT (-94.84338 29.27079),cdba5bc2-e481-4fa9-bd3d-1a3f27a5535e,POINT (-94.84332051 29.27111428),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3745,f0d9897f-70c2-493b-9aec-da323f4e3680,POINT (-94.8435 29.27075),6e4a018c-f752-44c7-a1c0-50e748c48358,POINT (-94.84345694 29.27053404),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3746,61c8e8b9-62e0-4277-83af-673ee17e8583,POINT (-94.84361 29.2707),e434081d-2f08-4de8-a9cc-fe143d490a39,POINT (-94.84359009 29.27133039),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3747,1989d156-d11f-4d44-bc82-26fbc08824d1,POINT (-94.84372 29.27065),5aa8901c-7ca3-48c8-9e85-4b45f0262d5c,POINT (-94.84370388 29.27042893),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3748,dc775251-8984-427f-a391-b22f5c25dcff,POINT (-94.84392 29.27102),55c1d536-c0f9-439a-b289-2731e72945d9,POINT (-94.84392028 29.2719246),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3749,deb0bac0-4c86-4dcf-b400-9a75ce1ea000,POINT (-94.8438 29.27106),ae5c940f-6056-4611-b634-3db1d9722a2b,POINT (-94.84381548 29.27174011),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
3750,3a564203-d95f-4a7f-8761-00bf67c43100,POINT (-94.84369 29.27111),5aa8901c-7ca3-48c8-9e85-4b45f0262d5c,POINT (-94.84370388 29.27042893),c2a2fab8-9055-40ef-89a6-d7cce824a1b0,POINT (-94.85337711 29.26065271)
