,bldg_guid,geometry_x,poles_guid,geometry_y,substations_guid,geometry
54,78fdb62e-87e2-4f31-8aa4-95691cce1382,POINT (-94.91888 29.22573),b16f9682-350c-40dd-9f01-569d4511bdb1,POINT (-94.91891989 29.22556768),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
55,2b04718e-cb42-47da-bd4f-450b706665c0,POINT (-94.91873 29.22589),9a4dbac8-8fed-46cf-a785-6df51c966799,POINT (-94.91873708 29.22552273),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
56,9d7e3f71-f2f2-4280-baf1-6f9cffc8362f,POINT (-94.91875 29.22631),263b17ea-7e26-4c2b-afd0-8eb6b7a8903e,POINT (-94.91873109 29.22660722),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
57,1cc96097-7b88-40f7-b700-0049b782ce8b,POINT (-94.91887 29.22654),b16f9682-350c-40dd-9f01-569d4511bdb1,POINT (-94.91891989 29.22556768),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
58,0193e38c-124e-46a8-b1dd-d3d5e6331f55,POINT (-94.91899 29.22678),b16f9682-350c-40dd-9f01-569d4511bdb1,POINT (-94.91891989 29.22556768),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
59,37632774-ac52-4c37-ab7b-623cd03893ea,POINT (-94.91892 29.22693),b16f9682-350c-40dd-9f01-569d4511bdb1,POINT (-94.91891989 29.22556768),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
60,d76e7ba3-8634-418a-83d5-1cc35639c6c9,POINT (-94.91876 29.22702),263b17ea-7e26-4c2b-afd0-8eb6b7a8903e,POINT (-94.91873109 29.22660722),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
61,1613cf8e-e538-4e4f-9560-a2821d1d8547,POINT (-94.91857 29.227),e9bd0594-80ad-4285-a892-0721f3127b2f,POINT (-94.91857285 29.22676713),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
62,72fb67ae-3a12-438e-af59-5a0d473303f4,POINT (-94.91844 29.22688),48316c1f-03ea-4316-90b9-c1d3f9da5253,POINT (-94.91843836 29.22613136),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
63,d231ccaf-70eb-4a96-b461-fd767855e28a,POINT (-94.91842 29.2267),48316c1f-03ea-4316-90b9-c1d3f9da5253,POINT (-94.91843836 29.22613136),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
64,106f4d34-7136-4233-98c0-e20433255eea,POINT (-94.91837 29.22654),48316c1f-03ea-4316-90b9-c1d3f9da5253,POINT (-94.91843836 29.22613136),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
65,763052c9-2e51-4ddf-a8b0-fdb6071aed63,POINT (-94.91832 29.22638),48316c1f-03ea-4316-90b9-c1d3f9da5253,POINT (-94.91843836 29.22613136),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
66,8f10ac31-525d-47e8-8dfd-86862651aef3,POINT (-94.91827 29.22623),a201cd0b-2801-49cb-953f-5e7d34e8461a,POINT (-94.91830636 29.22471452),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
67,dc5b4029-0930-464f-8c39-afc1bfdd90b8,POINT (-94.91829 29.22591),a201cd0b-2801-49cb-953f-5e7d34e8461a,POINT (-94.91830636 29.22471452),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
68,c179d72b-d5e2-42ec-b6ef-f15e15f73140,POINT (-94.91834 29.22575),a201cd0b-2801-49cb-953f-5e7d34e8461a,POINT (-94.91830636 29.22471452),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
69,c478082c-117f-4e0b-8876-b2591e164a3b,POINT (-94.91844 29.22561),48316c1f-03ea-4316-90b9-c1d3f9da5253,POINT (-94.91843836 29.22613136),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
70,d98e5f16-80e9-416d-9aab-edaaf3adb1b1,POINT (-94.91857 29.22548),0b90bc2c-36e6-462b-86b1-22ee18be4c74,POINT (-94.91859202 29.22596149),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
71,0a6cc502-d48e-4771-9ef0-b751affe8210,POINT (-94.91903 29.22519),009ecbe6-05e8-4662-bae0-94523957d432,POINT (-94.91904582 29.22533751),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
72,3f7702c2-0b84-431f-b813-5e46908508ef,POINT (-94.91918 29.2251),550a147f-3777-49ad-aa47-7401186d87a9,POINT (-94.91922669 29.22537846),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
73,88aeab9b-1545-44e3-9d40-f2e4e475a921,POINT (-94.91941 29.22495),ae651b07-b3e8-4546-a941-d36d79641aae,POINT (-94.9193493 29.22513884),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
74,355a7fe7-9e9f-47ce-b930-6fe1d29ed091,POINT (-94.91964 29.22481),b85a522a-9439-4daa-8abc-43010867813c,POINT (-94.91953486 29.22519026),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
75,7eee3717-23c8-40ea-b658-239a65168389,POINT (-94.9198 29.22472),c1d9183d-970a-4769-bed7-4512112373ec,POINT (-94.91980975 29.22486057),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
76,7b87469f-ab3f-41dc-b88a-28ae4c6961c3,POINT (-94.91993 29.22457),102b7ad1-98c4-4e31-bdd5-4ed7f82cd953,POINT (-94.91996563 29.22476504),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
77,dde18f85-e83e-4a96-9a7d-26c711340a90,POINT (-94.91959 29.22428),b85a522a-9439-4daa-8abc-43010867813c,POINT (-94.91953486 29.22519026),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
78,b1506178-d27d-4033-89f7-ef8cd31ea8be,POINT (-94.91936 29.22436),ae651b07-b3e8-4546-a941-d36d79641aae,POINT (-94.9193493 29.22513884),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
79,d98653a9-e1c6-4b27-bffb-e206499ebe0f,POINT (-94.91921 29.22445),c94df17d-39ce-454e-a439-7b043db13a92,POINT (-94.919238 29.22413629),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
80,df2a420f-5e1b-4ed0-b222-d4096416e263,POINT (-94.91906 29.22455),425ac173-167d-4f2b-bd65-1562daf4ec52,POINT (-94.91907637 29.22439814),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
81,d68fde8a-062b-4831-bc7d-9c8721675a31,POINT (-94.91875 29.22474),f553c501-a237-4ad8-a075-805f2c589e85,POINT (-94.91876776 29.22458173),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
82,c39ddc84-3da4-4205-b59d-2c0afeb4d8b6,POINT (-94.91845 29.22493),1b41ee39-6e36-4deb-8912-82f75f8e3e75,POINT (-94.91846011 29.22479071),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
83,3556f492-7187-4846-a9a0-6897678788df,POINT (-94.91827 29.22508),a201cd0b-2801-49cb-953f-5e7d34e8461a,POINT (-94.91830636 29.22471452),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
84,1505cfd4-00d0-4ac5-9d0e-09b7699c04f8,POINT (-94.91803 29.2252),83d37153-4e8d-4692-b02a-7a450851bcd1,POINT (-94.91811241 29.2248435),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
85,fb32711d-785d-443d-81e0-59bc7ed6cd0b,POINT (-94.91782 29.22513),3abdf7d3-9904-4860-a23d-30402aad68be,POINT (-94.91779493 29.22268165),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
86,3b3e7c6c-8bf7-48ef-8896-a6ab5790858c,POINT (-94.91778 29.22482),3abdf7d3-9904-4860-a23d-30402aad68be,POINT (-94.91779493 29.22268165),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
87,d4703fcf-de39-4d14-9e47-07804067078c,POINT (-94.91794 29.22472),99b58da2-29ee-4f51-9273-4804bdea88ec,POINT (-94.9179311 29.22271882),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
88,b16748f2-97f3-4cf0-9379-cf648cfc269f,POINT (-94.91812 29.22466),83d37153-4e8d-4692-b02a-7a450851bcd1,POINT (-94.91811241 29.2248435),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
89,519aa06e-e467-4095-9802-f8e56203febd,POINT (-94.91845 29.22447),1b41ee39-6e36-4deb-8912-82f75f8e3e75,POINT (-94.91846011 29.22479071),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
90,5a7bc8b6-892d-438d-aeef-21bc7177fa66,POINT (-94.9186 29.22437),13e95a02-d267-4612-96b5-b81367521d1b,POINT (-94.91862623 29.2245279),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
91,30e85c3f-de4f-4e95-be64-7126e1741d8a,POINT (-94.91876 29.22428),f553c501-a237-4ad8-a075-805f2c589e85,POINT (-94.91876776 29.22458173),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
92,ceaee745-13c0-464a-9495-7af9bda89f28,POINT (-94.91891 29.22418),8e69e3e7-9336-426b-8369-edc997622f9e,POINT (-94.91893442 29.22432618),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
93,71d55d0f-402d-459a-b719-898363947e84,POINT (-94.91907 29.22408),425ac173-167d-4f2b-bd65-1562daf4ec52,POINT (-94.91907637 29.22439814),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
94,55304f1d-6623-4277-9f61-cc75d981e19a,POINT (-94.91921 29.22394),c94df17d-39ce-454e-a439-7b043db13a92,POINT (-94.919238 29.22413629),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
95,a5dbfb56-3e9c-4f78-9a20-893b07745244,POINT (-94.91872 29.22368),720226d2-6177-41a9-afeb-8cf33f16063d,POINT (-94.91874305 29.22329632),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
96,fc19d487-9e03-4c4b-b332-c7735d4f9d87,POINT (-94.91816 29.22369),83d37153-4e8d-4692-b02a-7a450851bcd1,POINT (-94.91811241 29.2248435),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
97,81623e91-2234-466f-aa91-a7ae314ac2ba,POINT (-94.91827 29.22339),765847e2-0804-45f3-b336-2a1847712501,POINT (-94.91831649 29.22372748),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
98,c6872a90-5403-48d8-bad2-04af96981957,POINT (-94.91849 29.22325),db1697e0-f600-4f33-982f-4dd33e5a32a9,POINT (-94.91849422 29.22300584),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
99,f626c9b7-3234-4554-bd96-23477b644ec6,POINT (-94.91795 29.22297),99b58da2-29ee-4f51-9273-4804bdea88ec,POINT (-94.9179311 29.22271882),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
100,1f6fca5c-c366-45cc-818c-08bdba588344,POINT (-94.91776 29.22304),3abdf7d3-9904-4860-a23d-30402aad68be,POINT (-94.91779493 29.22268165),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
101,59908718-0dab-4312-afac-64f8b45b774f,POINT (-94.91752 29.22325),e37e0bac-aaa2-495f-802f-dd13f93fa9a3,POINT (-94.91748017 29.22294181),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
102,9b786825-a533-474c-ac95-f52922be18e8,POINT (-94.91734 29.22347),8dffba60-d890-420a-8528-e6e5b5aec74d,POINT (-94.91725053 29.22330935),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
103,281c8e16-12b5-48e4-b65f-e3575694330f,POINT (-94.91759 29.22396),0a98f7c0-360c-4487-90c6-f0d3fffa30f7,POINT (-94.91759134 29.22301469),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
104,2a92c7f4-1a22-402a-9777-907830d8f597,POINT (-94.91739 29.22432),ce02a268-c0e6-4941-8bcb-f5af8a7da034,POINT (-94.9174267 29.2239761),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
105,c73811a7-a9fb-4260-984d-6b209bb79170,POINT (-94.91702 29.2242),bd548af4-b3f0-42a3-8657-2561b527b27d,POINT (-94.91700785 29.22365621),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
106,d9c5dedc-11d5-4c30-ae95-9b2ecf8503da,POINT (-94.91623 29.22507),1c13057e-c31b-4fc5-872b-ac29f95bc325,POINT (-94.91623663 29.22527482),655ae679-a718-4895-b29d-65acf441e3bf,POINT (-94.91054062 29.22761695)
